Sentence,Label,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
The real frontline in the war on terror is to be found in our education and mental health services .,assumption,,,,,,,,,,,,,,,
"Until such institutions are resourced as freely as our military is , then extremists will be here to stay .",assumption,,,,,,,,,,,,,,,
"Until such institutions are resourced as freely as our military is , then extremists will be here to stay .",assumption,,,,,,,,,,,,,,,
"In the wake of terrorist attacks in Paris last week, many people in France and elsewhere have declared, Je suis Charlie (""I am Charlie"") after heavily armed gunmen broke into the headquarters of Charlie Hebdo, a satirical French magazine, and killed eight staff members, two police officers, a building maintenance worker and wounded several others .",anecdote,,,,,,,,,,,,,,,
"On Sunday, hundreds of thousands of people including a number of world leaders such as Angela Merkel, Benjamin Netanyahu, and David Cameron gathered in Paris for a unity rally , to stand in mourning, in defiance .",anecdote,,,,,,,,,,,,,,,
"There were cries of Je suis Charlie, Je suis Ahmed (I am Ahmed, the Muslim police officer who lost his life in the attack) , Je suis juif (I am a Jew) .",anecdote,,,,,,,,,,,,,,,
These declarations were a display of solidarity with those who lost their lives and those who survived .,assumption,,,,,,,,,,,,,,,
They allowed people to try and place themselves in the lives of others by using the power of language .,assumption,,,,,,,,,,,,,,,
We have seen this kind of remembrance before in the face of tragedy : I am Troy Davis ; I am Mike Brown ; I am Eric Garner ; I am Renisha McBride .,assumption,,,,,,,,,,,,,,,
But we are none of these people .,common-ground,,,,,,,,,,,,,,,
"We can and do empathize with the plights of the dead, the survivors and their loved ones .",assumption,,,,,,,,,,,,,,,
"We can and do empathize with how fragile we all are , and with how we cannot be ruled by terror, but why the rhetorical urge to take the place of the fallen? What does it bring them? I, too, have ached since hearing the news of what happened in Paris but je ne suis pas Charlie et je ne suis pas Ahmed et je ne suis pas juif .",assumption,,,,,,,,,,,,,,,
"There are times when silence equals consent, but is the loss of someone else's life really such an instance? Is it reasonable to assume that if je ne suis pas Charlie , I tacitly endorse terrorism?  I believe in the freedom of expression, unequivocally - though , as I have written before , I wish more people would understand that freedom of expression is not freedom from consequence .",assumption,,,,,,,,,,,,,,,
"I find some of the work of Charlie Hebdo distasteful , because there is a preponderance of bigotry of all kinds in many of their cartoons' sentiments .",assumption,,,,,,,,,,,,,,,
"Still ,  my distaste should not dictate the work the magazine produces or anything else .",assumption,,,,,,,,,,,,,,,
The cartoonists at Charlie Hebdo - and writers and artists everywhere - should be able to express themselves and challenge authority without being murdered .,assumption,,,,,,,,,,,,,,,
Murder is not an acceptable consequence for anything .,assumption,,,,,,,,,,,,,,,
"Yet it is also an exercise of freedom of expression to express offense at the way satire like Charlie Hebdo's characterizes something you hold dear - like your faith, your personhood, your gender, your sexuality, your race or ethnicity .",assumption,,,,,,,,,,,,,,,
"Demands for solidarity can quickly turn into demands for groupthink , making it difficult to express nuance .",assumption,,,,,,,,,,,,,,,
It puts the terms of our understanding of the situation in black and white - you are either with us or against us - instead of allowing people to mourn and be angry while also being sympathetic to complexities that are being overlooked .,assumption,,,,,,,,,,,,,,,
It has been disheartening to see calls for the Muslim community to denounce terrorism .,assumption,,,,,,,,,,,,,,,
"It has been disheartening to see journalists highlighting the stories of ""good"" Muslims , as if goodness is the exception to the rule of an entire people .",assumption,,,,,,,,,,,,,,,
"We will continue to see discussions of satire, the freedom of expression and its limits .",assumption,,,,,,,,,,,,,,,
We will see speculations as to how such a tragedy can be avoided because it is easier to speculate than it is to accept that we cannot prevent terrorism .,assumption,,,,,,,,,,,,,,,
We cannot sway extremists with rational thought or with our ideas of right and wrong .,assumption,,,,,,,,,,,,,,,
"Life moves quickly but , sometimes, consideration does not .",assumption,,,,,,,,,,,,,,,
"And yet ,  we insist that people provide an immediate response, or immediate agreement, a universal, immediate me-too  - as though we don't want people to pause at all , to consider what they are weighing in on .",assumption,,,,,,,,,,,,,,,
"We don't want to complicate our sorrow or outrage when it is easier to experience these emotions in their simplest, purest states .",assumption,,,,,,,,,,,,,,,
"The older (and hopefully wiser) I get , the more I want to pause .",assumption,,,,,,,,,,,,,,,
I want to take the time to think through how I feel and why I feel .,assumption,,,,,,,,,,,,,,,
I don't want to feign expertise on matters I know nothing about for the purpose of offering someone else my immediate reaction for their consumption .,assumption,,,,,,,,,,,,,,,
"The demand for response from all of us through the means available to us, most often our social networks, rises in part because we can feel so impotent in our day-to-day lives .",assumption,,,,,,,,,,,,,,,
We are people with jobs and families and our quotidian concerns .,assumption,,,,,,,,,,,,,,,
It is easy to feel impotent in the face of terrorism in Paris or hundreds of girls being kidnapped in Nigeria or a bombing at an NAACP building in Colorado or an unarmed black man being killed by a police officer .,assumption,,,,,,,,,,,,,,,
"Within our social networks, we can feel less alone .",assumption,,,,,,,,,,,,,,,
We can feel less impotent .,assumption,,,,,,,,,,,,,,,
We can make these gestures of solidarity .,assumption,,,,,,,,,,,,,,,
Je suis Charlie .,assumption,,,,,,,,,,,,,,,
We can change our avatars .,assumption,,,,,,,,,,,,,,,
"We can share our anger, our fear, or devastation without having to face that we may not be able to do much more .",assumption,,,,,,,,,,,,,,,
But we still feel impotent and we still feel inadequate .,assumption,,,,,,,,,,,,,,,
When we see people not participating in our expressions of solidarity -- not showing their awareness of their own impotence -- we see something we can possibly change .,assumption,,,,,,,,,,,,,,,
That is why we demand allegiance .,assumption,,,,,,,,,,,,,,,
That is why we demand allegiance .,assumption,,,,,,,,,,,,,,,
"In dark days , the heart cleaves disproportionately to Lilliputian scraps of good news and so it was that as events played out in Paris last week , I kept thinking of the writer Joan Didion, the star of Celine's latest ad campaign, tiny in black , her porcelain face half obscured by sunglasses as big and as inky as the dinner plates in the kind of restaurants frequented by Patrick Bateman in American Psycho .",anecdote,,,,,,,,,,,,,,,
"Oh, the brilliance of Didion! I like to think of myself as wholly resistant to the wicked wiles of big fashion , but this campaign seemed somehow to have got through , and I was all aflutter .",assumption,,,,,,,,,,,,,,,
"What , I wondered , was the provenance of the socking great pendant that hung about her neck in Juergen Teller's photograph? Was it by Celine or was it , as they say , model's own? Could I find something similar on eBay? All day long, between work and news bulletins, I restlessly Googled various combinations of the words ""buy"", ""vintage"", ""bronze"", ""large"" and ""locket"" .",anecdote,,,,,,,,,,,,,,,
"The coverage of the Paris fashion house's decision to make the author of Slouching Towards Bethlehem, The White Album and The Year of Magical Thinking its new face has focused mostly on her age .",assumption,,,,,,,,,,,,,,,
"Didion is 80 ; when she began her career as a writer at American Vogue in the late 50s , the personnel director of the magazine's owner, Conde Nast, would from time to time stop her in the hall and ask her when she had last called her mother .",anecdote,,,,,,,,,,,,,,,
"Apparently, we should celebrate Teller's photograph of her as a particularly exalted example of fashion's increased willingness to embrace models with wrinkles, liver spots and histories that trail all the way back to the days when women still wore white gloves and little hats to work .",assumption,,,,,,,,,,,,,,,
"At last , the thinking goes , fashion has realised that beauty may also come with silver hair .",assumption,,,,,,,,,,,,,,,
"What? You don't buy that? Well, then .",assumption,,,,,,,,,,,,,,,
Think of it this way .,no-unit,,,,,,,,,,,,,,,
At least it seems finally to have grasped that women don't simply give up shopping the moment they turn 50 .,assumption,,,,,,,,,,,,,,,
But it's not Didion's age that interests me .,anecdote,,,,,,,,,,,,,,,
It's her status as a writer and thinker .,anecdote,,,,,,,,,,,,,,,
"By choosing her - acclaimed and bestselling, but also trenchant, highly mannered and somewhat complicated - Celine's creative director, Phoebe Philo, is sending out quite a bracing message , even if the semaphore in which it's written will, alas, be largely illegible to those who know nothing of Didion .",assumption,,,,,,,,,,,,,,,
"There' s something going on beyond the cunning commercial appeal to the kind of conflicted consumer who values the inner life as much as the outer  - I mean the kind of woman whose ""buttery"" leather tote must be big enough to contain at least one hardback if it is not to make her feel guilty for the rest of her life .",assumption,,,,,,,,,,,,,,,
"Isn't this campaign also in the business of suggesting that to be clever and a touch difficult (Didion is nothing if not unpredictable) is to be timelessly beautiful? That this is, in fact, a state to which women might like to aspire? Oh, Phoebe! If only I could afford your gorgeous, minimalist gear , I would dash out and buy something right now just to say thank you .",assumption,,,,,,,,,,,,,,,
"And yet how often have I chickened out? How often do I try, even now , to wear pretty clothes, fun clothes, to embrace colour and print and embroidery? To toddle along in shoes in which I cannot run or even , if I'm honest , walk? Like most professional women who are neither beautiful nor willing to play dumb all of the time , I fear being thought ugly or uncompromising or seeming as if I have not made an effort .",assumption,,,,,,,,,,,,,,,
"I fear , if you will , being seen to be picking a fight , whether by the way I speak or the way I dress .",assumption,,,,,,,,,,,,,,,
"I guess you could say that I wear the swishy frock and high heels the better that I might be allowed, sometimes , to speak my mind .",assumption,,,,,,,,,,,,,,,
"I adore the way that Didion, half child and half sphinx, thinner than a cigarette, looks .",anecdote,,,,,,,,,,,,,,,
"But she is not, and never has been , classically beautiful .",assumption,,,,,,,,,,,,,,,
Nor is she willing to play the fool .,assumption,,,,,,,,,,,,,,,
"She is discreet, but never decorous ; she is fierce, preternaturally observant and, sometimes, a little self-obsessed .",assumption,,,,,,,,,,,,,,,
"And her clothes - unfussy, elegant, practical, a touch forbidding - reflect this .",assumption,,,,,,,,,,,,,,,
What Teller's photograph says to me is: approach with caution ; subject may bite .,assumption,,,,,,,,,,,,,,,
"I love the continuity in this, the wholeness, the confidence in the way that the clothes are an extension of the personality - and I salute Phoebe Philo for recognising it , for extolling it to the world as worthy of admiration , as a thing to be replicated by those women who have the pluck, if not exactly the hard cash .",assumption,,,,,,,,,,,,,,,
"I love the continuity in this, the wholeness, the confidence in the way that the clothes are an extension of the personality - and I salute Phoebe Philo for recognising it , for extolling it to the world as worthy of admiration , as a thing to be replicated by those women who have the pluck, if not exactly the hard cash .",assumption,,,,,,,,,,,,,,,
"The Oceti Sakowin, the traditional name for my Dakota, Lakota, and Nakota peoples, are rising up to protect Mother Earth .",assumption,,,,,,,,,,,,,,,
We are mobilizing a resistance that could prove to be the game changer in the fight to stop the proposed Keystone XL pipeline and help shut down the tar sand projects in northern Alberta .,assumption,,,,,,,,,,,,,,,
Our resistance to the Keystone XL pipeline and other tar sand infrastructure is grounded in our inherent right to self-determination as indigenous peoples .,assumption,,,,,,,,,,,,,,,
"As the original caretakers, we know what it will take to ensure these lands are available for generations to come .",assumption,,,,,,,,,,,,,,,
"This pipeline will leak , it will contaminate the water .",assumption,,,,,,,,,,,,,,,
"It will encourage greater tar sands development , which, in turn, will increase carbon emissions .",assumption,,,,,,,,,,,,,,,
"As Oceti Sakowin people, we cannot stand silent in the face of the potential ecological disaster that the pipeline promises our homelands, along with our brothers and sisters of the Cree and Dene First Nations in Alberta , where this carbon-intensive dirty oil comes from .",assumption,,,,,,,,,,,,,,,
"Our acts of resistance to the Keystone XL pipeline are a perfect example of us wising up to the ongoing modern colonialist game , and a proactive step toward protecting future generations from the worst impacts of climate change .",assumption,,,,,,,,,,,,,,,
"As indigenous peoples, as Oceti Sakowin, we were handed down the original teachings on how to live in balance with Mother Earth .",assumption,,,,,,,,,,,,,,,
"We must see all aspects of life as related , to respect the feminine principle of creation and to maintain a sustainable relationship with the land .",assumption,,,,,,,,,,,,,,,
These tenets are antithetical to the extractive economy we are faced with today .,assumption,,,,,,,,,,,,,,,
"The land, air, and water are commodified .",assumption,,,,,,,,,,,,,,,
"Mother Earth is being drilled, fracked, clear-cut, and destroyed with such brutality .",assumption,,,,,,,,,,,,,,,
We are on the brink of climate catastrophe .,assumption,,,,,,,,,,,,,,,
"In order to avoid drastic climate change , we need a moratorium on fossil fuel development and we need to invest in a zero carbon economy : our original teachings demand no less than this .",assumption,,,,,,,,,,,,,,,
"The lack of proper consultation with tribal nations along the proposed route of the Keystone XL pipeline violates basic tenets of US Federal Indian Law and the principle of free, prior and informed consent recognized in international law .",assumption,,,,,,,,,,,,,,,
"I applaud President Obama's decision to veto any Congressional Keystone XL bill , but I also encourage him to respect indigenous people's self- determination and our need to protect Mother Earth by rejecting the presidential permit for the KXL pipeline, too .",assumption,,,,,,,,,,,,,,,
"I urge our allies to stand with Native people, heed our call for systemic change to how we create and utilize energy and the policies that regulate both , support our right to self-determination, and join our movement to protect the territorial integrity and sacredness of Mother Earth .",assumption,,,,,,,,,,,,,,,
Reject the Keystone XL pipeline .,assumption,,,,,,,,,,,,,,,
Shut down the tar sands .,assumption,,,,,,,,,,,,,,,
"Let's put an immense collective effort forward to ensure that each of our future generations have a healthier, far more sustainable world than what we have today .",assumption,,,,,,,,,,,,,,,
"For that, my relatives, would be our greatest triumph .",assumption,,,,,,,,,,,,,,,
"For that, my relatives, would be our greatest triumph .",assumption,,,,,,,,,,,,,,,
This year the UN marks its 70th anniversary .,anecdote,,,,,,,,,,,,,,,
"Sadly, there is little time for reflection or celebration .",assumption,,,,,,,,,,,,,,,
"More pressing are the competing demands and challenges fuelled by an upsurge in conflict, disease and human suffering .",assumption,,,,,,,,,,,,,,,
These compel the international community to step up and provide the leadership needed to tackle them .,assumption,,,,,,,,,,,,,,,
Ebola continues to plague west Africa .,anecdote,,,,,,,,,,,,,,,
"For some of the affected countries, struggling to overcome the effects of bitter civil war , the outbreak has been a major setback for development .",assumption,,,,,,,,,,,,,,,
We are beginning to see some improvements .,assumption,,,,,,,,,,,,,,,
"During my visit to the region in December, I was deeply moved by the efforts of local Ebola responders and health workers from across Africa and the world .",anecdote,,,,,,,,,,,,,,,
But rebuilding shattered lives and economies will require significantly more resources and long-term commitment .,assumption,,,,,,,,,,,,,,,
"As conflicts raged and extremism rose , 2014 pushed the UN's humanitarian, peacekeeping and diplomatic efforts to the limit .",assumption,,,,,,,,,,,,,,,
More than 100 million people needed assistance .,anecdote,,,,,,,,,,,,,,,
An unprecedented number of UN troops and police are deployed in highly volatile security environments .,assumption,,,,,,,,,,,,,,,
"The elimination of Syria's chemical weapons programme was a major achievement , but the conflict continues to inflict immense suffering and will soon enter its fifth year .",assumption,,,,,,,,,,,,,,,
"As bitter winter conditions set in , millions of refugees are in need of life-saving humanitarian assistance .",assumption,,,,,,,,,,,,,,,
The presence of thousands of foreign terrorist fighters there and in Iraq has added a further volatile dimension .,assumption,,,,,,,,,,,,,,,
Groups responsible for atrocities have capitalised on a legacy of atrocious governance towards disenfranchised populations .,assumption,,,,,,,,,,,,,,,
"Our response to brutality and extremism cannot be limited to military action , important as it is .",assumption,,,,,,,,,,,,,,,
We must address the conditions that give rise to such poison in the first place .,assumption,,,,,,,,,,,,,,,
"In the same vein, those conducting military actions against terrorists must be sure that such efforts fully observe human rights .",assumption,,,,,,,,,,,,,,,
"As we have seen time and again , failure to do so can end up serving as a recruiting agent for terrorists .",assumption,,,,,,,,,,,,,,,
"Elsewhere, the recent appalling terrorist attacks in Paris show how vulnerable any society can be .",assumption,,,,,,,,,,,,,,,
Countries in Europe and elsewhere have witnessed a deeply worrying escalation of tensions between communities and within societies .,assumption,,,,,,,,,,,,,,,
Giving in to hatred and sowing division only guarantees a spiral of violence - precisely what terrorists seek .,assumption,,,,,,,,,,,,,,,
We must not fall into that trap .,assumption,,,,,,,,,,,,,,,
"Addressing discord in a manner that solves , rather than multiplies , the problem may be the greatest test our human family faces in the 21st century .",assumption,,,,,,,,,,,,,,,
"There is a long list of other hot-spots - stretching from Nigeria to Yemen, from the rise in fighting in Darfur to the transition in Afghanistan .",assumption,,,,,,,,,,,,,,,
"Conflict in Ukraine has endangered security and stability in Europe, and reanimated the ghosts of the cold war .",assumption,,,,,,,,,,,,,,,
"Israelis and Palestinians must ease the explosive situation in Gaza and the West Bank, and move away from confrontation and towards a negotiated settlement .",assumption,,,,,,,,,,,,,,,
"But in a year marked by turmoil, UN member states have also proposed an initial draft set of sustainable development goals that will guide anti- poverty efforts for the next generation .",assumption,,,,,,,,,,,,,,,
"Further negotiations will begin this month and culminate at a special summit in New York in September with the adoption of a development agenda that can help tackle inequality , empower women and girls, and promote shared prosperity .",anecdote,,,,,,,,,,,,,,,
"Climate action took on significant momentum with major announcements by the EU, the US and China, and a successful climate conference in Lima, Peru , that kept complex negotiations on track .",assumption,,,,,,,,,,,,,,,
We must aim high: for the adoption of an ambitious and universal agreement in Paris in December to keep the rise in global temperatures below the dangerous threshold of 2C .,assumption,,,,,,,,,,,,,,,
"Ours is the first generation that can end poverty , and the last that can take steps to avoid the worst impacts of climate change .",assumption,,,,,,,,,,,,,,,
"In this 70th anniversary year in which we renew our commitment to the goals and principles of the UN charter , the international community must rise to the moment .",assumption,,,,,,,,,,,,,,,
"In this 70th anniversary year in which we renew our commitment to the goals and principles of the UN charter , the international community must rise to the moment .",assumption,,,,,,,,,,,,,,,
"There' s only thing duller than a Twitterstorm , and that's an Instagramstorm .",assumption,,,,,,,,,,,,,,,
"Particularly when said storms feature figures who like to think of themselves as controversial and as deliberately baiting us : Rihanna posing in a clingy burqa at a mosque, Mario Balotelli posting a racist image , and now Madonna doctoring pictures of African and African-American leaders to promote her new album .",assumption,,,,,,,,,,,,,,,
"Really, the only dignified thing to do is to not dignify it with a response, and move on .",assumption,,,,,,,,,,,,,,,
"Who cares if Madonna straps black ropes on the images of dead black rights icons? As Peter Robinson wrote in the Guardian : ""It's slightly heartbreaking that Madonna, an artist who made her name through an intuitive grasp of almost every major trend and zeitgeist fluctuation , is so crap at social media.""  But sometimes a solely jaded response betrays our own complacency, like resigning yourself to the fact that there will always be people who think of racist slurs as banter , or those who think it is just fine to appropriate the symbols of others to give their own tepid existence some edge , or people who still wear bootcut jeans .",assumption,,,,,,,,,,,,,,,
"It's not OK , no matter how persistent and ever - present it is .",assumption,,,,,,,,,,,,,,,
"Even though Madonna has always been controversial , it also seems that as the world around her has got sharper , she has got duller and more derivative .",assumption,,,,,,,,,,,,,,,
The appropriation that she and others have carried out is nothing new ; we're just noticing it more .,assumption,,,,,,,,,,,,,,,
"That's because those who are piggybacking on others' journeys do not only have more channels to flaunt their cluelessness and sense of entitlement (Iggy Azalea, walk away from Twitter) but they are also being called out on it more .",assumption,,,,,,,,,,,,,,,
"Whether it is usurping religion - crucifixes and nun habits are passe now ; it's niqabs on naked bodies  - keep up - homosexuality or now minority rights , Madonna is a manifestation of how privilege feeds off the authenticity of ""struggle"" .",assumption,,,,,,,,,,,,,,,
"This is a double plundering that leads to further marginalisation : the dominant narrative will oppress you, then co-opt you, and then weave you into your own tiny little section of the tapestry .",assumption,,,,,,,,,,,,,,,
"Some would argue that slavery and segregation ended long ago (well, segregation in the US in the 60s and apartheid in South African in the 90s, so not that long ago) .",assumption,,,,,,,,,,,,,,,
But that doesn't mean white people can now happily vandalise the cultural and historical totems of a minority's struggle as part of some universal poster for the white western narrative of overcoming and learning from our mistakes .,assumption,,,,,,,,,,,,,,,
Imagine a pop artist using the recent CIA torture as part of their campaign  - perhaps showing dead Arab personalities being waterboarded .,anecdote,,,,,,,,,,,,,,,
"No? Too soon? Well , when it comes to certain issues , it will always too soon .",assumption,,,,,,,,,,,,,,,
"Of course ,  the charitable position is that Madonna, or to a different extent, Iggy Azalea, are not doing this with any high degree of self-awareness or design - they might see all contemporary culture as equal-access human heritage that they can dip into and sample as a vehicle for their talent .",assumption,,,,,,,,,,,,,,,
"They would be right to some extent , but the sad fact is that these modern iterations of minority culture that they are sampling all arose from suffering and oppression rather than from a series of tortured geniuses in drawing rooms across Europe .",assumption,,,,,,,,,,,,,,,
"Yes, there are spaces where our common mix of religious, sexual and racial legacies intermingle - gloriously , sometimes .",assumption,,,,,,,,,,,,,,,
"But that is usually an uncurated, spontaneous thing, not a cynical shopping list .",assumption,,,,,,,,,,,,,,,
"To put it simply , edginess comes from just that : being on the edge .",assumption,,,,,,,,,,,,,,,
"Ironically, all Madonna and her ilk's desperate antics to appear so only confirm that they are, in fact, utterly comfortable and mainstream .",assumption,,,,,,,,,,,,,,,
Cultural appropriation is now the standard default of the unoriginal .,assumption,,,,,,,,,,,,,,,
"It is a common and predictable template , where one becomes a cliche in trying to avoid being a cliche because you have nothing new to offer - something Madonna would surely be mortified by .",assumption,,,,,,,,,,,,,,,
"It is a common and predictable template , where one becomes a cliche in trying to avoid being a cliche because you have nothing new to offer - something Madonna would surely be mortified by .",assumption,,,,,,,,,,,,,,,
We have now embarked on the longest general election campaign in the history of Britain .,assumption,,,,,,,,,,,,,,,
Even political obsessives quail at the thought .,assumption,,,,,,,,,,,,,,,
So I plead guilty to bringing a little genuine political debate into the process so early on in the process .,assumption,,,,,,,,,,,,,,,
"The issue is the new Scottish Labour leader, Jim Murphy, and his vainglorious boast that he is going to use mansion tax money from London and the south -east to pay for 1,000 new nurses in Scotland .",assumption,,,,,,,,,,,,,,,
Let me stress that I support the mansion tax in principle .,assumption,,,,,,,,,,,,,,,
"It is a redistributive tax , which is important , and taxes on assets are always worth considering .",assumption,,,,,,,,,,,,,,,
"The complication is that it is, in effect, a tax on London, 80% of which will be paid by people in London and the south -east .",assumption,,,,,,,,,,,,,,,
And the distorted nature of London's housing market could mean a tax with wildly distorted effects .,assumption,,,,,,,,,,,,,,,
No one really knows how much it will raise .,assumption,,,,,,,,,,,,,,,
It seems likely that the people everyone agrees should pay it - the international super-wealthy - will use their expensive lawyers and accountants to evade it .,assumption,,,,,,,,,,,,,,,
"But it will hit older Londoners, often public sector workers who bought houses in what were then unfashionable parts of London , as in my constituency, Hackney North and Stoke Newington .",anecdote,,,,,,,,,,,,,,,
Now they are living in houses worth ? 1m and rising .,assumption,,,,,,,,,,,,,,,
They are often asset rich but cash poor .,assumption,,,,,,,,,,,,,,,
"Having seen London house prices spiral in value , they are not reassured by the idea that the mansion tax kicks in only at ? 2m .",assumption,,,,,,,,,,,,,,,
"At the very least, a lot of work needs to be put in to reassure those voters, and to fashion a tax that will not hit those people unfairly .",assumption,,,,,,,,,,,,,,,
"Fortunately the shadow chancellor, Ed Balls, has an open mind on the subject .",assumption,,,,,,,,,,,,,,,
"That is why it is surprising that Murphy has jumped in feet first , boasting about how he will spend money from a tax when there is no agreement on exactly how it will be levied .",assumption,,,,,,,,,,,,,,,
"I am a unionist , and I understand that the Labour party has a big electoral challenge in Scotland .",assumption,,,,,,,,,,,,,,,
But I cannot believe that Scottish voters will be taken in by a crude attempt to buy their votes with money expropriated from London .,assumption,,,,,,,,,,,,,,,
"If Murphy is really interested in redistributing wealth , why isn't he talking about council tax revaluation or levels of income tax in Scotland? Instead he seeks cheap applause by telling the Scots how he will extract money from England .",assumption,,,,,,,,,,,,,,,
"Recently there has been a series of reports, including from the London Finance Commission and the Royal Society of Arts City Growth Commission, calling for the devolution of powers to our great cities .",anecdote,,,,,,,,,,,,,,,
"In particular ,  experts are saying that big cities should be allowed to keep their property taxes - I believe that this process should start with the mansion tax .",testimony,,,,,,,,,,,,,,,
Devolution cannot be for Scotland alone ; there should also be devolution of powers to the cities and regions .,assumption,,,,,,,,,,,,,,,
Murphy cannot bully the rest of the UK about a considered devolution of fiscal powers to all our cities with a pre-emptive strike on the mansion tax .,assumption,,,,,,,,,,,,,,,
It is too easy to conflate London with bankers and the international glitterati .,assumption,,,,,,,,,,,,,,,
But London is more unequal than any other part of Britain .,assumption,,,,,,,,,,,,,,,
Child poverty is a third higher in London than the rest of England as a whole .,statistics,,,,,,,,,,,,,,,
"So, general election campaign or not , we need a proper debate on devolution of powers to our great cities .",assumption,,,,,,,,,,,,,,,
It is part of the battle against the poverty that still exists in the shadow of the glittering towers of the City of London .,assumption,,,,,,,,,,,,,,,
And some people need to be prepared to stand up for London in this important debate .,assumption,,,,,,,,,,,,,,,
And some people need to be prepared to stand up for London in this important debate .,assumption,,,,,,,,,,,,,,,
I'm not sure when the abnormal became normal .,anecdote,,,,,,,,,,,,,,,
"I remember a time not so long ago when a marathon runner was a mythical beast - we all knew someone who knew someone who had run a marathon , but most of us had only ever seen these creatures on the TV in their emaciated, long-limbed flow .",assumption,,,,,,,,,,,,,,,
But now everyone knows a marathon runner and they just look like normal people .,assumption,,,,,,,,,,,,,,,
"Somewhere along the way , marathons became commonplace and a whole new breed of extreme activities came along - the Ironman triathlon; multi-day cycle events like John O'Groats to Lands End; crazy ultra marathons like the Thames Path 100; and events that defy description like the Tough Mudder . While a lot of extreme challenges are to do with ultra endurance , the Tough Mudder is short but involves getting hurt . Sometimes by electric shocks . And fire .",assumption,,,,,,,,,,,,,,,
"What is wrong with you, Mudders?  I have no idea what caused the rise of the extreme sports as a phenomenon , but I do know what happened for me .",anecdote,,,,,,,,,,,,,,,
"After many years of corporate life and general indolence I found myself resting a glass of champagne on a large belly, unable to get to the buffet without puffing .",anecdote,,,,,,,,,,,,,,,
"Horrified at the realisation that I had become Mr Creosote from The Meaning of Life , I resolved immediately to sign up for the Great Edinburgh Run .",anecdote,,,,,,,,,,,,,,,
The GER was only 10k but it terrified me and filled me with doubts : what if I came last? Do I have to run all the way? Will I be the fattest dude on the course? Four months later I completed it easily .,anecdote,,,,,,,,,,,,,,,
And then I signed up for a marathon .,anecdote,,,,,,,,,,,,,,,
And then an Ironman .,anecdote,,,,,,,,,,,,,,,
And this is the thing - every step of the way you reassess your judgment of what is crazy .,assumption,,,,,,,,,,,,,,,
It becomes a rapidly escalating obsession .,assumption,,,,,,,,,,,,,,,
What seemed like a hardcore event reserved solely for proper endurance loons soon becomes just within reach .,assumption,,,,,,,,,,,,,,,
"Six years after the GER, the only event I still consider to be bonkers beyond belief is the Marathon des Sables .",assumption,,,,,,,,,,,,,,,
And that's only because everyone knows that Scots melt in the desert .,assumption,,,,,,,,,,,,,,,
My personal theory for the rise of the extreme sports is that life has become sterile .,assumption,,,,,,,,,,,,,,,
"The chances of really getting an adrenaline rush in day-to-day life is minimal , so people search out ways to re-engage with life .",assumption,,,,,,,,,,,,,,,
"After completing two Ironman events , I can testify that the feeling of sweeping down the finish chute after 140.6 miles to pumping pop music , flashing lights and a cheering crowd is the ultimate buzz .",anecdote,,,,,,,,,,,,,,,
"But finishing a marathon, in an empty car park, in the dark, in the pouring rain , is easily its equal for an overwhelming inner sense of achievement .",anecdote,,,,,,,,,,,,,,,
The other personal joy I get from training for events is the quiet time .,anecdote,,,,,,,,,,,,,,,
"Although modern life is humdrum , it is noisy , and even a three-mile run gives me the chance to clear my head, breathe cold fresh air and feel the wind on my skin .",anecdote,,,,,,,,,,,,,,,
"Within 10 minutes of beginning a run my head is clear , I am calm and I am reset .",anecdote,,,,,,,,,,,,,,,
The side benefit of all this training (and probably the reason that most people start ) is health .,assumption,,,,,,,,,,,,,,,
"If you run, cycle or swim you lose weight and feel more vital for it .",assumption,,,,,,,,,,,,,,,
"You are fitter, stronger and sleep more soundly .",assumption,,,,,,,,,,,,,,,
"You are fit for life - the kid climbing on your shoulders, the run for the bus , even just climbing the stairs become infinitely more manageable .",assumption,,,,,,,,,,,,,,,
It also sets a great example - my three-year-old has now collected finisher's medals at Ironkids and Loch Ness Marathon and loves being outside because that's what mummy and daddy do .,assumption,,,,,,,,,,,,,,,
The increase in demand cannot be satisfied .,assumption,,,,,,,,,,,,,,,
A new event seems to spring up every day .,assumption,,,,,,,,,,,,,,,
"No longer restricted by a single Ironman distance you can do double, triple or even (for the proper enthusiasts) deca Ironman .",assumption,,,,,,,,,,,,,,,
"You can run the 268 frostbitten, British-winter miles of the Spine Race .",assumption,,,,,,,,,,,,,,,
You can even get teargassed in the Tough Mudder .,assumption,,,,,,,,,,,,,,,
"Whether for the T-shirt, the tattoo or just the sheer pride of accomplishment , extreme sports are here to stay .",assumption,,,,,,,,,,,,,,,
"Whether for the T-shirt, the tattoo or just the sheer pride of accomplishment , extreme sports are here to stay .",assumption,,,,,,,,,,,,,,,
"Max Factor has appointed Marilyn Monroe as its new ""global ambassador"", leaving some people bemused at the idea of selecting an ambassador who has been dead since 1962 .",assumption,,,,,,,,,,,,,,,
They seem to suspect this might limit her diplomatic utility .,assumption,,,,,,,,,,,,,,,
But Monroe represents just what Max Factor wants to resuscitate: the glamour for which the company was once a byword .,assumption,,,,,,,,,,,,,,,
