Sentence,Label,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"Borders don't seem to mean much in this Middle East , if they ever did .",assumption,,,,,,,,,,,,,,,
The refugees are the terrible consequence and victims of these conflicts that plague this area .,common-ground,,,,,,,,,,,,,,,
The best response to them is not visas but a proper joint response by the Lebanese government assisted by international insititutions .,assumption,,,,,,,,,,,,,,,
"The reality however is that the former is incapable , and the latter insufficiently funded to deal with such a massive influx .",assumption,,,,,,,,,,,,,,,
"As a result, many refugees are living in terrible conditions .",assumption,,,,,,,,,,,,,,,
"The other harsh reality is that the Lebanese government has said that this will not affect Syrian ""visitors"" to Lebanon .",testimony,,,,,,,,,,,,,,,
There are six classes of visitors in the new system and the Syrian middle class and rich are unlikley to be affected .,assumption,,,,,,,,,,,,,,,
"Walid Jumblatt stated that his country should differentiate between ""refugees who are fleeing death and destruction in Syria after they lost their homes,"" and those who intend to be politically active , but the reality is that the poorest will be most affected .",assumption,,,,,,,,,,,,,,,
"Indeed ,  it's a large question mark whether Lebanon has the capacity to even implement the measure it has just taken .",assumption,,,,,,,,,,,,,,,
"The Syrian presence in Lebanon is so pervasive it may well be impossible to manage the situation , except to manage some future inflow .",assumption,,,,,,,,,,,,,,,
"Furthermore ,  the idea of Lebanon, a country barely treading water, being able to manage such a problem is unrealistic .",assumption,,,,,,,,,,,,,,,
"Only a regional and international effort of significance can manage such a scale , and regional powers are busy carving their fiefdoms and creating the very problem rather than solving it .",assumption,,,,,,,,,,,,,,,
The plight of the refugees is key but it is also important to perceive this event from the perspective of the host country; a small nation with very poor governance and infrastructure in the midst of regional turmoil .,assumption,,,,,,,,,,,,,,,
"In a way, this is Lebanon's very small response to the erosion of Sykes Picot .",assumption,,,,,,,,,,,,,,,
Syrians are indeed everywhere in Lebanon .,assumption,,,,,,,,,,,,,,,
"In Beirut, and in every village and town one visits .",assumption,,,,,,,,,,,,,,,
Flights from Beirut to Europe are one-third to half full of Syrians .,assumption,,,,,,,,,,,,,,,
"Indeed ,  given this massive presence and Lebanon's already poor infrastructure and socio-economic state, it is an achievement that the Syrian crisis has not led to further deterioration in the country .",assumption,,,,,,,,,,,,,,,
"The relations in Lebanon between the two peoples, despite some racism and ugly incidents, could have been far worse .",assumption,,,,,,,,,,,,,,,
"Until now ,  Lebanese hosting of the refugees is characterised by neither generosity nor enmity, but by a passive acceptance of fate .",assumption,,,,,,,,,,,,,,,
"This is partially driven by the fact that Syrians are culturally and linguistically akin , and some sectors of the Lebanese economy, e.g  construction, remain highly dependent on Syrian workers .",assumption,,,,,,,,,,,,,,,
How this will square with the new visa rules is unknown .,assumption,,,,,,,,,,,,,,,
"More importantly, this step can be seen as part of a series of recent indirect actions that attempt to strengthen the Lebanese state, or at least make the pretense of doing so .",assumption,,,,,,,,,,,,,,,
"Minister of Health Abu Faour has been on an intense and mediatic campaign to clean up the food industry in Lebanon , cracking down restaurants, slaughterhouses, and airport storage sites .",anecdote,,,,,,,,,,,,,,,
"Despite complaints , this clean up , if it lasts , is a welcome step for Lebanese ; it is national, potentially affects everyone positively, and is an act of government .",assumption,,,,,,,,,,,,,,,
"Second ,  in an echo of the Nahr el-Bared campaign, the Lebanese army is taking responsibility in the Northern Bekaa and Hermel areas against the radical groups who are effectively fighting the Syrian war on Lebanese soil .",assumption,,,,,,,,,,,,,,,
Pride in the Lebanese army is rising .,assumption,,,,,,,,,,,,,,,
There are also rumours that the Lebanese government will also take on the murderous Indie-500 speeders on Lebanse highways in the spring .,assumption,,,,,,,,,,,,,,,
"If this does occur in addition to bold step of visas for Syrians , a move that would have been unheard of when Lebanon was effectively a vassal state of Damascus, then indeed Lebanon could see the bare beginnings of emerging out of chaos through these small attempts .",assumption,,,,,,,,,,,,,,,
The political realities in Lebanon are of course more complicated and illusory than this .,assumption,,,,,,,,,,,,,,,
Many only see in all of the above feeble attempts to deflect from the reality of a total political vaccuum .,assumption,,,,,,,,,,,,,,,
"Indeed , the Lebanese visa step is obviously not humanitarian , it is a self - interested attempt to stem the tide, put a thumb in the dyke, and avoid the emergent chaos in the Middle East .",assumption,,,,,,,,,,,,,,,
"It would be better if the Lebanese had the magnamity, or much more importantly, the capacity , to continue simply receiving all Syrians , but they are barely running their own country .",assumption,,,,,,,,,,,,,,,
"Compassion requires an orderly method and capacities in order to be effectively pursued , i.e the Lebanese need a functioning state of their own to handle such a crisis properly .",common-ground,,,,,,,,,,,,,,,
"Indeed ,  Lebanon has mostly escaped the wars next door not out of wisdom or discipline, or any energetic international diplomacy, but because the memories of that conflict are still vivid in the minds of Lebanese adults .",assumption,,,,,,,,,,,,,,,
"No one will go to war because they remember what war costs , and because they know how little they derived from the devastation .",assumption,,,,,,,,,,,,,,,
"The result of 15 years of fighting was that the state was further weakened in favour of sectarianism, cronyism and corruption , while the Lebanese kept on doing what they do best, make money and enjoy life , living for today and certainly not tomorrow .",assumption,,,,,,,,,,,,,,,
"Meanwhile ,  social and environmental erosion make the country less and less livable by the day .",assumption,,,,,,,,,,,,,,,
"The recent steps however, triggered by political challenges and health risks , signal some early and feeble attempts at a return of the state , or at the very least preserving the semblance of the old order, the shadow of a nation-state, amidst the dark fluidity and chaos surging from there to Kurdistan .",assumption,,,,,,,,,,,,,,,
"It took the Lebanese 40 years and external pressures to begin to think about getting their house in order , if that is indeed what is happening today .",assumption,,,,,,,,,,,,,,,
"Hopefully, it won't take their neighbours that long to start to address the necessary basics of life .",assumption,,,,,,,,,,,,,,,
"Hopefully, it won't take their neighbours that long to start to address the necessary basics of life .",assumption,,,,,,,,,,,,,,,
"On January 6, Iraq will hold its annual Army Day parade in Baghdad .",anecdote,,,,,,,,,,,,,,,
"The ceremony evokes mixed feelings amongst Iraqis : after all ,  the parade marches under massive crossed swords wielded by giant bronze hands modelled on those of Saddam Hussein himself .",assumption,,,,,,,,,,,,,,,
"For the Kurds it is an ominous ritual, a leftover from an era when Baghdad's military power far outstripped that of the Kurds and when Iraqi state power was used ruthlessly against northern rebellions .",assumption,,,,,,,,,,,,,,,
"The stronger the Iraqi army gets , the Kurds reckon, the more chance it will be used against Kurdistan again .",assumption,,,,,,,,,,,,,,,
"Iraq's Sunnis were the leading force within the Iraqi army since its foundation on January 6, 1921 .",common-ground,,,,,,,,,,,,,,,
"In general ,  the Sunnis fondly remember the pre-2003 army as a national institution of unrivalled prestige but view today's Iraqi army as a weak shadow of its former self, dominated by Shia officers .",assumption,,,,,,,,,,,,,,,
The views of Iraq's Shia community may be more complex .,assumption,,,,,,,,,,,,,,,
"Before 2003, the Iraqi military was regularly used as a tool of oppression against the Iraqi Shia , yet many older Shia also remember the army as a symbol of modernity and Arab nationalist pride .",assumption,,,,,,,,,,,,,,,
"With a Shia-led government in Baghdad, young Shia were beginning to recognise the army as a friendly institution .",assumption,,,,,,,,,,,,,,,
"The collapse of Iraqi army divisions in northern and western Iraq in June 2014 dented the army's reputation, with recent victories being credited to the predominately-Shia popular mobilisation militias (al-Hashd al-Shaabi) or else the tiny cadre of special forces - the so-called Golden Division .",assumption,,,,,,,,,,,,,,,
"This is a critical year for the Iraqi army , which is in danger of losing its status as the nation's premier armed force .",assumption,,,,,,,,,,,,,,,
"In 2009 , when the US-led ""train and equip"" effort reached its zenith , the Iraqi army fielded 55 combat brigades with approximately 210,000 troops .",statistics,,,,,,,,,,,,,,,
"The Iraqi Ministry of Interior (MoI) fielded around 30 smaller brigades , totaling around 120,000 troops .",statistics,,,,,,,,,,,,,,,
"Today the Iraqi army fields 40 weak brigades with a total combat strength of around 48,000 troops .",statistics,,,,,,,,,,,,,,,
"In contrast ,  the MoI survived the summer comparatively well and now fields 24 brigades , totaling around 36,000 troops .",statistics,,,,,,,,,,,,,,,
The gap has narrowed between the two security ministries .,assumption,,,,,,,,,,,,,,,
"In addition to the army and MoI, there are two other security forces that are on the rise .",assumption,,,,,,,,,,,,,,,
"One is the Popular Mobilisation forces , which seem to field approximately 100,000 troops, including a well-trained offensive cadre of around 20,000 fighters .",assumption,,,,,,,,,,,,,,,
The final potential force is the National Guard that is being considered as an option by Iraqi politicians .,assumption,,,,,,,,,,,,,,,
"This force would, in theory, be trained, equipped and paid by the federal government , whilst being recruited and operated by the provincial councils .",assumption,,,,,,,,,,,,,,,
"In a step towards this concept, a 5,000-strong US-equipped Tribal Security Force brigade has been provided with $13.5 million worth of US weapons and training in the new US Department of Defense budget .",anecdote,,,,,,,,,,,,,,,
It is now up to Iraq's government whether the country will pay these troops as part of the first National Guard units in the forthcoming 2015 budget .,assumption,,,,,,,,,,,,,,,
"It is also unclear exactly which ministry would administer the training, equipping and paying of National Guard troops: the US-backed Ministry of Defense (MoD) under Minister Khalid al-Ubeidi, a Sunni from Mosul, or the MoI , led by Badr leader Mohammed Ghabban, a close lieutenant of Badr leader Hadi al-Amiri .",assumption,,,,,,,,,,,,,,,
The scheme could become a way of permanently employing the Popular Mobilisation forces in the National Guard units of the predominately-Shia southern provinces .,assumption,,,,,,,,,,,,,,,
"With the Kurdish Peshmerga representing another large force of around 54 brigades with 113,000 troops , the Iraqi army is thus on-track to become one of the smaller security forces in Iraq .",assumption,,,,,,,,,,,,,,,
"In 2015, the army's performance and the international support provided to Iraq's MoD will be critical factors in determining the future of this proud institution .",assumption,,,,,,,,,,,,,,,
"In the background ,  the slow process of rebuilding the army has already begun .",assumption,,,,,,,,,,,,,,,
"New half-manned brigades are popping up at training bases in Nasiriya, Kirkush and at the collection points for the shattered army divisions across north- central Iraq .",anecdote,,,,,,,,,,,,,,,
More units will follow in the coming months .,assumption,,,,,,,,,,,,,,,
"Meanwhile a US-funded $1.6 billion train and equip programme will aim to produce a further nine full-strength Iraqi army brigades in 2015 , adding a further 45,000 troops to the army and nearly doubling its frontline combat strength .",anecdote,,,,,,,,,,,,,,,
"(Three Peshmerga brigades or 15,000 troops will also be re-equipped under the programme) .",anecdote,,,,,,,,,,,,,,,
"The first of 250 US-provided Mine-Resistant Ambush Protected (MRAP) vehicles have arrived in Iraq, sent directly by the United States at no cost from Afghanistan .",anecdote,,,,,,,,,,,,,,,
"Another 3,496 tactical vehicles (Hummers, trucks, fuel tankers and engineering vehicles) will also be provided to the Iraqi army cost-free by the US military , and Iraq will probably buy a further 1,000 newly-built M1151A1 up-armoured Hummers in 2015 .",anecdote,,,,,,,,,,,,,,,
"If the US follows through on its pledges of training and equipment , the Iraqi army could survive its disastrous year in 2014 and play a key role in the struggle to evict Islamic State of Iraq and the Levant (ISIL) forces from cities like Mosul, Tikrit, Ramadi and Fallujah .",assumption,,,,,,,,,,,,,,,
The Iraqi army can draw on some illustrious history .,assumption,,,,,,,,,,,,,,,
"In 1973, it deployed 18,000 troops with 300 tanks to save Damascus during the ""October War"" : this feat, mustering and moving an army 1,200km in just six days, remains deeply impressive .",assumption,,,,,,,,,,,,,,,
"Iraq's five lightning offensives in April, May and June of 1988 shattered the Iranian army and were textbook examples of planning and execution .",assumption,,,,,,,,,,,,,,,
"If the Iraqi army can be rebuilt with Shia, Sunni Arab and Kurdish political support , and if the well-led Ministry of Defense can guide the National Guard initiative , the coming year could witness new Iraqi army victories at Mosul .",assumption,,,,,,,,,,,,,,,
"Successful operations undertaken by this national institution, with deep roots in the Iraq's history, will be far more beneficial to the country than victories scored solely by Shia militias or local Sunni uprisings, either of which could further fracture Iraq .",assumption,,,,,,,,,,,,,,,
"Successful operations undertaken by this national institution, with deep roots in the Iraq's history, will be far more beneficial to the country than victories scored solely by Shia militias or local Sunni uprisings, either of which could further fracture Iraq .",assumption,,,,,,,,,,,,,,,
How times have changed .,assumption,,,,,,,,,,,,,,,
"In the 18th century, Russian meddling in Crimea and Syria would have likely led to war with Turkey .",assumption,,,,,,,,,,,,,,,
"Today, Russia's actions in the former Ottoman world mean a state visit for Russian President Vladimir Putin, discounted natural gas, and lucrative trade deals .",assumption,,,,,,,,,,,,,,,
"Turkey's recent coziness with Russia, and its reluctance to take on the ISIL , have left many politicians in the West confused and frustrated .",assumption,,,,,,,,,,,,,,,
"However , to understand Turkish foreign policy one must first look at US and European foreign policy .",assumption,,,,,,,,,,,,,,,
The lack of any coherent US-Middle East policy has made Turkey reluctant to respond to ISIL in any meaningful way .,assumption,,,,,,,,,,,,,,,
"US President Barack Obama's disinterest in the region began with his hell-bent desire to remove all US forces from Iraq , no matter what the security situation was like .",assumption,,,,,,,,,,,,,,,
"As far as Ankara was concerned , the US left behind unfinished business in Iraq .",assumption,,,,,,,,,,,,,,,
"Next came the US response to the so-called Arab Spring , which amounted to telling regional autocrats that they had to go , and when they did not leave , the US failed to do anything about it .",anecdote,,,,,,,,,,,,,,,
"Perhaps the biggest failure of Obama's Middle East policy was drawing a ""red line"", and then failing to enforce it when Bashar al-Assad used chemical weapons against his own people .",assumption,,,,,,,,,,,,,,,
Pushing Turkey away .,no-unit,,,,,,,,,,,,,,,
"Since Turkey does not believe the US will see through to the completion of its mission to take on ISIL and force Assad out of power , understandably, Ankara has been reluctant to come on board .",assumption,,,,,,,,,,,,,,,
"As far as Ankara is concerned , US creditability in the Middle East is bankrupt .",assumption,,,,,,,,,,,,,,,
It is not just US foreign policy pushing Turkey away from the West .,assumption,,,,,,,,,,,,,,,
"This week, the EU's new foreign policy chief, Federica Mogherini, visited Ankara and told a group of journalists that the EU's ""top priority will be Turkey's EU accession process"" .",testimony,,,,,,,,,,,,,,,
"After years of delays by Brussels , it is not likely anyone in Turkey will believe these words - nor should they .",assumption,,,,,,,,,,,,,,,
"Europe's empty promises of EU membership, and its weak response over Russia's invasion of Ukraine, has forced Turkey to hedge its bets that closer ties with Moscow are preferable to those with Brussels .",assumption,,,,,,,,,,,,,,,
Making a bad situation worse is the degree of European xenophobia lurking inside the debate around Turkish membership of the EU .,assumption,,,,,,,,,,,,,,,
Make no mistake ; Turkey's President Recep Tayyip Erdogan has not been the easiest leader for the West to work with .,assumption,,,,,,,,,,,,,,,
"Apart from some of his more ridiculous, but harmless statements  - ""Muslim sailors reached the American continent 314 years before Columbus, in 1178"" - many in the West have been put off by his crackdown on political dissent, limitations on press freedom, and his drive to bring a more conservative brand of Islam into what is still a largely secular society .",assumption,,,,,,,,,,,,,,,
Leaders in the West would be wise not to dismiss Turkey altogether because of Erdogan's ironfisted leadership style .,assumption,,,,,,,,,,,,,,,
"Turkey is a parliamentary democracy , but as the president, Erdogan derives his extensive powers because his Justice and Development Party (AKP) currently controls parliament .",assumption,,,,,,,,,,,,,,,
"Without an AKP majority in parliament, the centre of power in Turkish politics is likely to shift back to the prime minister's office .",assumption,,,,,,,,,,,,,,,
"In June , Turkey will hold its next parliamentary elections - and if the elections are anything like Turkey's 2014 presidential elections , the race will be close .",assumption,,,,,,,,,,,,,,,
"If the AKP does not get a majority , or if they have to form a coalition , Erdogan's power and influence will be significantly curtailed .",assumption,,,,,,,,,,,,,,,
Turkey is situated in a dangerous neighbourhood .,assumption,,,,,,,,,,,,,,,
"It has land borders with Syria, Iraq, and Iran .",common-ground,,,,,,,,,,,,,,,
Its border with Armenia is closed .,common-ground,,,,,,,,,,,,,,,
A recent investigation uncovered a terror organisation operating inside Turkey with links to Iran's Revolutionary Guard Corps .,assumption,,,,,,,,,,,,,,,
ISIL controls huge swaths of land along the Turkish border with Syria and Iran .,assumption,,,,,,,,,,,,,,,
The threat from Assad is so great that NATO currently provides air defence units to protect Turkish airspace .,anecdote,,,,,,,,,,,,,,,
It is clear that foreign policy decisions taken by the US and Europe have left Turkey feeling exposed .,assumption,,,,,,,,,,,,,,,
"Short-sighted leaders in the West need to open their eyes and see Turkey for what it really is: a valued NATO partner, a secular state (at least for now) bridging Europe and the Islamic world, a developing economy and a major player in the energy market .",assumption,,,,,,,,,,,,,,,
"What a tragedy it would be if broken promises from Europe , combined with a lack of US leadership and strategy in the Middle East , results in a Turkey that becomes more fundamentalist, anti-western, and pro- Russian .",assumption,,,,,,,,,,,,,,,
"What a tragedy it would be if broken promises from Europe , combined with a lack of US leadership and strategy in the Middle East , results in a Turkey that becomes more fundamentalist, anti-western, and pro- Russian .",assumption,,,,,,,,,,,,,,,
"The Marshall Islands - a country of about 70,000 people located in the Pacific Ocean - is taking the world's nine nuclear powers to court for allegedly violating international obligations to work towards nuclear disarmament .",anecdote,,,,,,,,,,,,,,,
"The list of accused is as follows: the United States, Russia, Britain, China, France, India, North Korea, Pakistan, and Israel .",anecdote,,,,,,,,,,,,,,,
Israel has made the cut despite fervently denying possession of a nuclear arsenal .,assumption,,,,,,,,,,,,,,,
"The spectacle is unfolding at the International Court of Justice in The Hague, the main judicial organ of the United Nations .",assumption,,,,,,,,,,,,,,,
"A recent New York Times article on the Marshall Islands' ""near-Quixotic venture"" quotes Phon van den Biesen, head of the country's legal team, on the ultimate aim of the effort: ""All the nuclear weapons states are modernising their arsenals instead of negotiating [to disarm] , and we want the court to rule on this.""  A continuing history .",no-unit,,,,,,,,,,,,,,,
The Islands' move might come off as more than a bit incongruous given its established existence as a pillar of the US-Israeli axis in UN forums .,assumption,,,,,,,,,,,,,,,
"Glance at any review of General Assembly votes on Israel/Palestine issues and you'll find the Marshall Islands regularly represented in the exclusive anti- Palestine camp, along with a smattering of other obscure Pacific atolls .",assumption,,,,,,,,,,,,,,,
"The fact that justice in Palestine continues to be as elusive as ever , despite nominal support from an overwhelming majority of countries, underscores both the general futility of taking on the powers that be as well as the frequent toothlessness of rulings emanating from UN institutions .",assumption,,,,,,,,,,,,,,,
The Marshall Islands presumably has some inkling of the force it's now up against .,assumption,,,,,,,,,,,,,,,
"To be sure , Marshall Islanders are well acquainted with the horrors of the nuclear arms industry .",assumption,,,,,,,,,,,,,,,
"The diminutive nation happens to be the site of no fewer than 67 US nuclear bomb tests in the 1940s and 50s, during an almost 40-year period in which the US administered the Islands under a UN trusteeship .",statistics,,,,,,,,,,,,,,,
"As Greenpeace notes, one of these tests involved a bomb 1,000 times more powerful than the one dropped on Hiroshima in 1945 .",testimony,,,,,,,,,,,,,,,
"Such machinations have predictably resulted in thorough environmental contamination and continuing health complications for the local population , ranging from radiogenic cancers to babies born without bones .",assumption,,,,,,,,,,,,,,,
"As Marshallese nuclear survivor Lemeyo Abon told the UN Human Rights Council in 2012 : ""After the [US] testing programme we've had to create new words to describe the creatures we give birth to.""  Lexical fallout aside, other US contributions to Marshallese culture include the Ronald Reagan Ballistic Missile Test Site on Kwajalein Atoll , which continues to generate revenue for US corporations .",assumption,,,,,,,,,,,,,,,
The widespread territorial displacement necessitated by the previous era of fanatical nuclear testing meanwhile highlights the irony of Marshallese government support for the US-funded entity that displaces and otherwise oppresses Palestinians .,assumption,,,,,,,,,,,,,,,
"Of course , human beings are contradictory creatures , and nations composed of lots of human beings are thus inevitably also contradictory .",assumption,,,,,,,,,,,,,,,
"But in assessing the prospects for the Islands' foray into the International Court of Justice , it's worth taking the contradictions into account .",assumption,,,,,,,,,,,,,,,
Connecting the dots .,no-unit,,,,,,,,,,,,,,,
"The New York Times points out that the court case ""comes as nuclear arms are increasingly being linked to other pressing international issues"" such as climate change  - which produces rising sea levels that incidentally also pose an existential threat to the Marshall Islands .",assumption,,,,,,,,,,,,,,,
"The Times quotes Marshallese Foreign Minister Tony de Brum on the seemingly parallel threats to survival : ""What would it gain mankind to reach a peaceful resolution of the climate change threat , only to be wiped out by a nuclear misunderstanding?""  There are certainly common denominators between climate change and nukes - not least that both are filed away in many of our brains under the category of things that we know can swiftly destroy us but would prefer not to think about .",assumption,,,,,,,,,,,,,,,
"However ,  there appears to be a missing link in de Brum's analysis , because you can't resolve the climate change threat without resolving the business of imperial militarism , in both its nuclear and non-nuclear varieties .",assumption,,,,,,,,,,,,,,,
"The connection between the military-industrial complex and environmental catastrophe is fairly clearly spelled out in Project Censored's annual report from 2010 , which confirms the US Department of Defense as the worst polluter on the planet .",assumption,,,,,,,,,,,,,,,
"This is not to imply , obviously , that the US constitutes the one and only problem for the earth ; it's simply to draw attention to the superior egregiousness of American earthly violations .",assumption,,,,,,,,,,,,,,,
"Had there been an Ayatollah Khomeini Ballistic Missile Test Site in the mix somewhere , folks might be more willing to connect the dots .",assumption,,,,,,,,,,,,,,,
"While it may not be very coherent of the Marshall Islands to assist the empire in some destructive endeavours and take it to task for others , its nuclear lawsuit should nonetheless be encouraged  - if for no other reason than the possibly vain hope that awareness can help combat inertia .",assumption,,,,,,,,,,,,,,,
And another vain hope: that with attention will come context .,assumption,,,,,,,,,,,,,,,
And another vain hope: that with attention will come context .,assumption,,,,,,,,,,,,,,,
"In the early hours of December 24, 2014, mere days after the attack on the Army Public School in Peshawar, a worn-out and exhausted Prime Minister Nawaz Sharif took to the airwaves .",anecdote,,,,,,,,,,,,,,,
He had just concluded a marathon ten hour meeting with the chief of army staff of Pakistan and he came to the public with some new measures that would be undertaken to ensure that an attack like the Peshawar massacre would never happen again .,anecdote,,,,,,,,,,,,,,,
The most notable and controversial of these was the establishment of special military courts that would try terror suspects for the next two years .,assumption,,,,,,,,,,,,,,,
"In the opinion of the prime minister, and several other political parties, this measure , which would take power away from Pakistan's civilian judiciary , was necessary to win the fight against terror .",assumption,,,,,,,,,,,,,,,
It is no secret that Pakistani civilian courts have themselves been targets of terror .,assumption,,,,,,,,,,,,,,,
"Just nine months before Peshawar, on March 3, 2014 two suicide bombers unleashed their mayhem inside the District Court complex in Islamabad .",anecdote,,,,,,,,,,,,,,,
"Once inside, they lobbed grenades and fired bullets , people scrambled everywhere, papers flew and bodies fell .",anecdote,,,,,,,,,,,,,,,
"As happens in the aftermath of every one of the hundreds of bombings that have taken place in Pakistan this year , the attack on the District Court in Islamabad was claimed by one of the terror groups operating in Pakistan .",anecdote,,,,,,,,,,,,,,,
"Like the Army Public School attack that would come months later , the aftermath of carnage was grotesque, the bits and pieces of the instruments of justice, papers of pleadings, the black jackets worn by lawyers, spread all over what had become a crime scene .",anecdote,,,,,,,,,,,,,,,
Attacks on courts are not the only problem in the adjudication of terrorism cases .,assumption,,,,,,,,,,,,,,,
"Terror suspects, in the cases where they are even apprehended , are rarely tried let alone convicted .",assumption,,,,,,,,,,,,,,,
"As the war on terror has trundled on , Pakistan's Court system has lacked the security or the power to conduct terrorism trials and produce convictions .",assumption,,,,,,,,,,,,,,,
"In numbers obtained from 2012, it was found that the conviction rate for terrorism cases in Khyber Pakhtunkhwa province , where many attacks were concentrated , was a paltry 4 percent .",statistics,,,,,,,,,,,,,,,
"In Punjab, the situation was not much better .",assumption,,,,,,,,,,,,,,,
In 2012 the Special Anti-Terrorism Court in that province heard 559 cases against terror suspects and 414 of these ended with acquittals .,statistics,,,,,,,,,,,,,,,
"According to Khurram Khan, a Deputy Special Prosecutor, ""Witnesses have a high rate of recanting because of fear or threats in kidnapping for ransom cases  [...] Very few people come forward . Since we don't have a witness protection program , they change their statements.""  In more high profile cases, the witnesses face death threats .",assumption,,,,,,,,,,,,,,,
"Between 1990 and 2009, a time when Pakistan suffered thousands of terrorist attacks and suicide bombings, the acquittal rate in terror cases was 74 percent .",statistics,,,,,,,,,,,,,,,
The establishment of military courts for a period of two years is supposed to be a solution to all of this .,assumption,,,,,,,,,,,,,,,
"If the military that is bombing terrorist hideouts in the north of the country is also given the task of adjudicating the cases , the new logic goes , terrorists will certainly be punished and tragedies like Peshawar will never happen again .",assumption,,,,,,,,,,,,,,,
It is a false premise .,assumption,,,,,,,,,,,,,,,
"First ,  it is not the first time that military courts have been established in Pakistan , subverting and sidelining the country's already ailing civilian courts .",assumption,,,,,,,,,,,,,,,
"On October 17, 1979 not long after General Zia ul Haq took over the country in a military coup , military courts were established (along with a ban on political activity and a muzzling of the Press) .",anecdote,,,,,,,,,,,,,,,
"The decisions of these closed courts could not be challenged in any civilian courts and once that court was established , any matter could be transferred to its jurisdiction .",assumption,,,,,,,,,,,,,,,
"As a result, over one hundred such courts were established .",statistics,,,,,,,,,,,,,,,
The powers they gave to the military allowed large-scale arrests and detentions of political workers and journalists .,assumption,,,,,,,,,,,,,,,
Hundreds of people were flogged and imprisoned simply for participating in normal political activity that was banned under martial law .,assumption,,,,,,,,,,,,,,,
"In the present case, martial law has not been declared in Pakistan ; however ,  turning over the adjudication of terror cases undoubtedly undermines the country's civilian judiciary .",anecdote,,,,,,,,,,,,,,,
"First ,  the secrecy surrounding military courts leaves them open to charges of contravening legal principles and pursuing their own vendettas against this or that terrorist group instead of sticking to the principles of justice and obtaining convictions via fair procedures .",assumption,,,,,,,,,,,,,,,
"Given that military courts in Pakistan do not work under a system of legal precedent , little information exists as to the basis of convictions and acquittals .",assumption,,,,,,,,,,,,,,,
"Moreover , since evidence is rarely made public , plenty of room is created for conspiracy theorists to place doubt on any conviction that is produced under their auspices .",assumption,,,,,,,,,,,,,,,
"A confused Pakistani public , whose anti-imperialist fervour often leads it to championing extremist outfits against what it perceives as US meddling , desperately needs to see the evidence against terror suspects .",assumption,,,,,,,,,,,,,,,
It is only when the procedures for doing so are clear and transparent that the hearts and minds vulnerable to conspiracy theories that blame foreign hands will be forced to confront extremism as a home grown issue .,assumption,,,,,,,,,,,,,,,
"The aftermath of every terror attack sees a burgeoning of just this sort of denial, whetted and promoted by groups themselves ; the consequent moral murkiness makes it impossible for a Pakistani public to see terrorism as a black and white issue .",assumption,,,,,,,,,,,,,,,
It is only where the evidence against the evil masterminds of blasts and bombings is openly available and fairly presented will it be impossible to ignore .,assumption,,,,,,,,,,,,,,,
"Second , the low conviction rate in civilian courts is a problem ; but it is one that can and should have been solved by providing protection to adjudicators, witnesses and other parties instead of rendering civilian courts altogether irrelevant .",assumption,,,,,,,,,,,,,,,
The Pakistani army undoubtedly possesses the capability to do this and does it regularly for its own leaders .,assumption,,,,,,,,,,,,,,,
"Similarly civilian security outfits regularly protect police officials, Parliamentarians and other office holders , all of whom roam the country with heavy security cordons that are not available to lawyers, judges and witnesses in terror cases .",assumption,,,,,,,,,,,,,,,
"Finally ,  the establishment of military courts resurrects the old military- civilian schism from the dregs of Pakistani history and leaves the issue of extremism languishing in the middle .",assumption,,,,,,,,,,,,,,,
The memory of the old military courts and their excesses against pro democracy agitators and writers who opposed martial law may be distant but is not forgotten .,assumption,,,,,,,,,,,,,,,
The scepticism of the military and its machinations refreshed by this latest announcement is something that will only weaken what should be in Pakistan a united front against extremism .,assumption,,,,,,,,,,,,,,,
"The old narrative of pro-democracy activists harassed by military courts can easily be hijacked by today's extremists , who can present themselves as similarly beleaguered and innocent , their convictions illegitimate because they were handed down by military courts .",assumption,,,,,,,,,,,,,,,
"On the shoulders of such familiar manipulations, they will not be condemned convicts but heroes .",assumption,,,,,,,,,,,,,,,
"Terror is a people's problem in Pakistan, with nearly a thousand deaths in over 372 attacks just this year .",statistics,,,,,,,,,,,,,,,
"The extremists who are wreaking this havoc must be accountable to the people, via judicial institutions that serve the public .",assumption,,,,,,,,,,,,,,,
The evidence has to be seen by all and the rules made plain and clear .,assumption,,,,,,,,,,,,,,,
The consequence then would be an unequivocal condemnation untainted by conspiracy and paranoia and constructed on fairness .,assumption,,,,,,,,,,,,,,,
"Ultimately , winning the war against extremists requires mobilising Pakistan's public against terror ; military courts cannot achieve this crucial goal .",assumption,,,,,,,,,,,,,,,
"Ultimately , winning the war against extremists requires mobilising Pakistan's public against terror ; military courts cannot achieve this crucial goal .",assumption,,,,,,,,,,,,,,,
The last few days in global finance have been marked by dramatic developments in the energy sector .,assumption,,,,,,,,,,,,,,,
Oil prices have collapsed by about 40 percent since this year's peak in June .,anecdote,,,,,,,,,,,,,,,
"The plummeting oil prices have had negative consequences on economies across the world, from Moscow to Caracas to Tehran .",assumption,,,,,,,,,,,,,,,
The situation is particularly bad in Russia where the shock of shrinking energy revenue is doubled by a monetary crisis .,assumption,,,,,,,,,,,,,,,
