Sentence,Label,Portal,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"As far as Ankara is concerned , US creditability in the Middle East is bankrupt .",assumption,aljazeera,,,,,,,,,,,,,,,
It is not just US foreign policy pushing Turkey away from the West .,assumption,aljazeera,,,,,,,,,,,,,,,
"This week, the EU's new foreign policy chief, Federica Mogherini, visited Ankara and told a group of journalists that the EU's ""top priority will be Turkey's EU accession process"" .",testimony,aljazeera,,,,,,,,,,,,,,,
"After years of delays by Brussels , it is not likely anyone in Turkey will believe these words - nor should they .",assumption,aljazeera,,,,,,,,,,,,,,,
"Europe's empty promises of EU membership, and its weak response over Russia's invasion of Ukraine, has forced Turkey to hedge its bets that closer ties with Moscow are preferable to those with Brussels .",assumption,aljazeera,,,,,,,,,,,,,,,
Making a bad situation worse is the degree of European xenophobia lurking inside the debate around Turkish membership of the EU .,assumption,aljazeera,,,,,,,,,,,,,,,
Make no mistake ; Turkey's President Recep Tayyip Erdogan has not been the easiest leader for the West to work with .,assumption,aljazeera,,,,,,,,,,,,,,,
"Apart from some of his more ridiculous, but harmless statements  - ""Muslim sailors reached the American continent 314 years before Columbus, in 1178"" - many in the West have been put off by his crackdown on political dissent, limitations on press freedom, and his drive to bring a more conservative brand of Islam into what is still a largely secular society .",assumption,aljazeera,,,,,,,,,,,,,,,
Leaders in the West would be wise not to dismiss Turkey altogether because of Erdogan's ironfisted leadership style .,assumption,aljazeera,,,,,,,,,,,,,,,
"Turkey is a parliamentary democracy , but as the president, Erdogan derives his extensive powers because his Justice and Development Party (AKP) currently controls parliament .",assumption,aljazeera,,,,,,,,,,,,,,,
"Without an AKP majority in parliament, the centre of power in Turkish politics is likely to shift back to the prime minister's office .",assumption,aljazeera,,,,,,,,,,,,,,,
"In June , Turkey will hold its next parliamentary elections - and if the elections are anything like Turkey's 2014 presidential elections , the race will be close .",assumption,aljazeera,,,,,,,,,,,,,,,
"If the AKP does not get a majority , or if they have to form a coalition , Erdogan's power and influence will be significantly curtailed .",assumption,aljazeera,,,,,,,,,,,,,,,
Turkey is situated in a dangerous neighbourhood .,assumption,aljazeera,,,,,,,,,,,,,,,
"It has land borders with Syria, Iraq, and Iran .",common-ground,aljazeera,,,,,,,,,,,,,,,
Its border with Armenia is closed .,common-ground,aljazeera,,,,,,,,,,,,,,,
A recent investigation uncovered a terror organisation operating inside Turkey with links to Iran's Revolutionary Guard Corps .,assumption,aljazeera,,,,,,,,,,,,,,,
ISIL controls huge swaths of land along the Turkish border with Syria and Iran .,assumption,aljazeera,,,,,,,,,,,,,,,
The threat from Assad is so great that NATO currently provides air defence units to protect Turkish airspace .,anecdote,aljazeera,,,,,,,,,,,,,,,
It is clear that foreign policy decisions taken by the US and Europe have left Turkey feeling exposed .,assumption,aljazeera,,,,,,,,,,,,,,,
"Short-sighted leaders in the West need to open their eyes and see Turkey for what it really is: a valued NATO partner, a secular state (at least for now) bridging Europe and the Islamic world, a developing economy and a major player in the energy market .",assumption,aljazeera,,,,,,,,,,,,,,,
"What a tragedy it would be if broken promises from Europe , combined with a lack of US leadership and strategy in the Middle East , results in a Turkey that becomes more fundamentalist, anti-western, and pro- Russian .",assumption,aljazeera,,,,,,,,,,,,,,,
"What a tragedy it would be if broken promises from Europe , combined with a lack of US leadership and strategy in the Middle East , results in a Turkey that becomes more fundamentalist, anti-western, and pro- Russian .",assumption,aljazeera,,,,,,,,,,,,,,,
"The Marshall Islands - a country of about 70,000 people located in the Pacific Ocean - is taking the world's nine nuclear powers to court for allegedly violating international obligations to work towards nuclear disarmament .",anecdote,aljazeera,,,,,,,,,,,,,,,
"The list of accused is as follows: the United States, Russia, Britain, China, France, India, North Korea, Pakistan, and Israel .",anecdote,aljazeera,,,,,,,,,,,,,,,
Israel has made the cut despite fervently denying possession of a nuclear arsenal .,assumption,aljazeera,,,,,,,,,,,,,,,
"The spectacle is unfolding at the International Court of Justice in The Hague, the main judicial organ of the United Nations .",assumption,aljazeera,,,,,,,,,,,,,,,
"A recent New York Times article on the Marshall Islands' ""near-Quixotic venture"" quotes Phon van den Biesen, head of the country's legal team, on the ultimate aim of the effort: ""All the nuclear weapons states are modernising their arsenals instead of negotiating [to disarm] , and we want the court to rule on this.""  A continuing history .",no-unit,aljazeera,,,,,,,,,,,,,,,
The Islands' move might come off as more than a bit incongruous given its established existence as a pillar of the US-Israeli axis in UN forums .,assumption,aljazeera,,,,,,,,,,,,,,,
"Glance at any review of General Assembly votes on Israel/Palestine issues and you'll find the Marshall Islands regularly represented in the exclusive anti- Palestine camp, along with a smattering of other obscure Pacific atolls .",assumption,aljazeera,,,,,,,,,,,,,,,
"The fact that justice in Palestine continues to be as elusive as ever , despite nominal support from an overwhelming majority of countries, underscores both the general futility of taking on the powers that be as well as the frequent toothlessness of rulings emanating from UN institutions .",assumption,aljazeera,,,,,,,,,,,,,,,
The Marshall Islands presumably has some inkling of the force it's now up against .,assumption,aljazeera,,,,,,,,,,,,,,,
"To be sure , Marshall Islanders are well acquainted with the horrors of the nuclear arms industry .",assumption,aljazeera,,,,,,,,,,,,,,,
"The diminutive nation happens to be the site of no fewer than 67 US nuclear bomb tests in the 1940s and 50s, during an almost 40-year period in which the US administered the Islands under a UN trusteeship .",statistics,aljazeera,,,,,,,,,,,,,,,
"As Greenpeace notes, one of these tests involved a bomb 1,000 times more powerful than the one dropped on Hiroshima in 1945 .",testimony,aljazeera,,,,,,,,,,,,,,,
"Such machinations have predictably resulted in thorough environmental contamination and continuing health complications for the local population , ranging from radiogenic cancers to babies born without bones .",assumption,aljazeera,,,,,,,,,,,,,,,
"As Marshallese nuclear survivor Lemeyo Abon told the UN Human Rights Council in 2012 : ""After the [US] testing programme we've had to create new words to describe the creatures we give birth to.""  Lexical fallout aside, other US contributions to Marshallese culture include the Ronald Reagan Ballistic Missile Test Site on Kwajalein Atoll , which continues to generate revenue for US corporations .",assumption,aljazeera,,,,,,,,,,,,,,,
The widespread territorial displacement necessitated by the previous era of fanatical nuclear testing meanwhile highlights the irony of Marshallese government support for the US-funded entity that displaces and otherwise oppresses Palestinians .,assumption,aljazeera,,,,,,,,,,,,,,,
"Of course , human beings are contradictory creatures , and nations composed of lots of human beings are thus inevitably also contradictory .",assumption,aljazeera,,,,,,,,,,,,,,,
"But in assessing the prospects for the Islands' foray into the International Court of Justice , it's worth taking the contradictions into account .",assumption,aljazeera,,,,,,,,,,,,,,,
Connecting the dots .,no-unit,aljazeera,,,,,,,,,,,,,,,
"The New York Times points out that the court case ""comes as nuclear arms are increasingly being linked to other pressing international issues"" such as climate change  - which produces rising sea levels that incidentally also pose an existential threat to the Marshall Islands .",assumption,aljazeera,,,,,,,,,,,,,,,
"The Times quotes Marshallese Foreign Minister Tony de Brum on the seemingly parallel threats to survival : ""What would it gain mankind to reach a peaceful resolution of the climate change threat , only to be wiped out by a nuclear misunderstanding?""  There are certainly common denominators between climate change and nukes - not least that both are filed away in many of our brains under the category of things that we know can swiftly destroy us but would prefer not to think about .",assumption,aljazeera,,,,,,,,,,,,,,,
"However ,  there appears to be a missing link in de Brum's analysis , because you can't resolve the climate change threat without resolving the business of imperial militarism , in both its nuclear and non-nuclear varieties .",assumption,aljazeera,,,,,,,,,,,,,,,
"The connection between the military-industrial complex and environmental catastrophe is fairly clearly spelled out in Project Censored's annual report from 2010 , which confirms the US Department of Defense as the worst polluter on the planet .",assumption,aljazeera,,,,,,,,,,,,,,,
"This is not to imply , obviously , that the US constitutes the one and only problem for the earth ; it's simply to draw attention to the superior egregiousness of American earthly violations .",assumption,aljazeera,,,,,,,,,,,,,,,
"Had there been an Ayatollah Khomeini Ballistic Missile Test Site in the mix somewhere , folks might be more willing to connect the dots .",assumption,aljazeera,,,,,,,,,,,,,,,
"While it may not be very coherent of the Marshall Islands to assist the empire in some destructive endeavours and take it to task for others , its nuclear lawsuit should nonetheless be encouraged  - if for no other reason than the possibly vain hope that awareness can help combat inertia .",assumption,aljazeera,,,,,,,,,,,,,,,
And another vain hope: that with attention will come context .,assumption,aljazeera,,,,,,,,,,,,,,,
And another vain hope: that with attention will come context .,assumption,aljazeera,,,,,,,,,,,,,,,
"In the early hours of December 24, 2014, mere days after the attack on the Army Public School in Peshawar, a worn-out and exhausted Prime Minister Nawaz Sharif took to the airwaves .",anecdote,aljazeera,,,,,,,,,,,,,,,
He had just concluded a marathon ten hour meeting with the chief of army staff of Pakistan and he came to the public with some new measures that would be undertaken to ensure that an attack like the Peshawar massacre would never happen again .,anecdote,aljazeera,,,,,,,,,,,,,,,
The most notable and controversial of these was the establishment of special military courts that would try terror suspects for the next two years .,assumption,aljazeera,,,,,,,,,,,,,,,
"In the opinion of the prime minister, and several other political parties, this measure , which would take power away from Pakistan's civilian judiciary , was necessary to win the fight against terror .",assumption,aljazeera,,,,,,,,,,,,,,,
It is no secret that Pakistani civilian courts have themselves been targets of terror .,assumption,aljazeera,,,,,,,,,,,,,,,
"Just nine months before Peshawar, on March 3, 2014 two suicide bombers unleashed their mayhem inside the District Court complex in Islamabad .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Once inside, they lobbed grenades and fired bullets , people scrambled everywhere, papers flew and bodies fell .",anecdote,aljazeera,,,,,,,,,,,,,,,
"As happens in the aftermath of every one of the hundreds of bombings that have taken place in Pakistan this year , the attack on the District Court in Islamabad was claimed by one of the terror groups operating in Pakistan .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Like the Army Public School attack that would come months later , the aftermath of carnage was grotesque, the bits and pieces of the instruments of justice, papers of pleadings, the black jackets worn by lawyers, spread all over what had become a crime scene .",anecdote,aljazeera,,,,,,,,,,,,,,,
Attacks on courts are not the only problem in the adjudication of terrorism cases .,assumption,aljazeera,,,,,,,,,,,,,,,
"Terror suspects, in the cases where they are even apprehended , are rarely tried let alone convicted .",assumption,aljazeera,,,,,,,,,,,,,,,
"As the war on terror has trundled on , Pakistan's Court system has lacked the security or the power to conduct terrorism trials and produce convictions .",assumption,aljazeera,,,,,,,,,,,,,,,
"In numbers obtained from 2012, it was found that the conviction rate for terrorism cases in Khyber Pakhtunkhwa province , where many attacks were concentrated , was a paltry 4 percent .",statistics,aljazeera,,,,,,,,,,,,,,,
"In Punjab, the situation was not much better .",assumption,aljazeera,,,,,,,,,,,,,,,
In 2012 the Special Anti-Terrorism Court in that province heard 559 cases against terror suspects and 414 of these ended with acquittals .,statistics,aljazeera,,,,,,,,,,,,,,,
"According to Khurram Khan, a Deputy Special Prosecutor, ""Witnesses have a high rate of recanting because of fear or threats in kidnapping for ransom cases  [...] Very few people come forward . Since we don't have a witness protection program , they change their statements.""  In more high profile cases, the witnesses face death threats .",assumption,aljazeera,,,,,,,,,,,,,,,
"Between 1990 and 2009, a time when Pakistan suffered thousands of terrorist attacks and suicide bombings, the acquittal rate in terror cases was 74 percent .",statistics,aljazeera,,,,,,,,,,,,,,,
The establishment of military courts for a period of two years is supposed to be a solution to all of this .,assumption,aljazeera,,,,,,,,,,,,,,,
"If the military that is bombing terrorist hideouts in the north of the country is also given the task of adjudicating the cases , the new logic goes , terrorists will certainly be punished and tragedies like Peshawar will never happen again .",assumption,aljazeera,,,,,,,,,,,,,,,
It is a false premise .,assumption,aljazeera,,,,,,,,,,,,,,,
"First ,  it is not the first time that military courts have been established in Pakistan , subverting and sidelining the country's already ailing civilian courts .",assumption,aljazeera,,,,,,,,,,,,,,,
"On October 17, 1979 not long after General Zia ul Haq took over the country in a military coup , military courts were established (along with a ban on political activity and a muzzling of the Press) .",anecdote,aljazeera,,,,,,,,,,,,,,,
"The decisions of these closed courts could not be challenged in any civilian courts and once that court was established , any matter could be transferred to its jurisdiction .",assumption,aljazeera,,,,,,,,,,,,,,,
"As a result, over one hundred such courts were established .",statistics,aljazeera,,,,,,,,,,,,,,,
The powers they gave to the military allowed large-scale arrests and detentions of political workers and journalists .,assumption,aljazeera,,,,,,,,,,,,,,,
Hundreds of people were flogged and imprisoned simply for participating in normal political activity that was banned under martial law .,assumption,aljazeera,,,,,,,,,,,,,,,
"In the present case, martial law has not been declared in Pakistan ; however ,  turning over the adjudication of terror cases undoubtedly undermines the country's civilian judiciary .",anecdote,aljazeera,,,,,,,,,,,,,,,
"First ,  the secrecy surrounding military courts leaves them open to charges of contravening legal principles and pursuing their own vendettas against this or that terrorist group instead of sticking to the principles of justice and obtaining convictions via fair procedures .",assumption,aljazeera,,,,,,,,,,,,,,,
"Given that military courts in Pakistan do not work under a system of legal precedent , little information exists as to the basis of convictions and acquittals .",assumption,aljazeera,,,,,,,,,,,,,,,
"Moreover , since evidence is rarely made public , plenty of room is created for conspiracy theorists to place doubt on any conviction that is produced under their auspices .",assumption,aljazeera,,,,,,,,,,,,,,,
"A confused Pakistani public , whose anti-imperialist fervour often leads it to championing extremist outfits against what it perceives as US meddling , desperately needs to see the evidence against terror suspects .",assumption,aljazeera,,,,,,,,,,,,,,,
It is only when the procedures for doing so are clear and transparent that the hearts and minds vulnerable to conspiracy theories that blame foreign hands will be forced to confront extremism as a home grown issue .,assumption,aljazeera,,,,,,,,,,,,,,,
"The aftermath of every terror attack sees a burgeoning of just this sort of denial, whetted and promoted by groups themselves ; the consequent moral murkiness makes it impossible for a Pakistani public to see terrorism as a black and white issue .",assumption,aljazeera,,,,,,,,,,,,,,,
It is only where the evidence against the evil masterminds of blasts and bombings is openly available and fairly presented will it be impossible to ignore .,assumption,aljazeera,,,,,,,,,,,,,,,
"Second , the low conviction rate in civilian courts is a problem ; but it is one that can and should have been solved by providing protection to adjudicators, witnesses and other parties instead of rendering civilian courts altogether irrelevant .",assumption,aljazeera,,,,,,,,,,,,,,,
The Pakistani army undoubtedly possesses the capability to do this and does it regularly for its own leaders .,assumption,aljazeera,,,,,,,,,,,,,,,
"Similarly civilian security outfits regularly protect police officials, Parliamentarians and other office holders , all of whom roam the country with heavy security cordons that are not available to lawyers, judges and witnesses in terror cases .",assumption,aljazeera,,,,,,,,,,,,,,,
"Finally ,  the establishment of military courts resurrects the old military- civilian schism from the dregs of Pakistani history and leaves the issue of extremism languishing in the middle .",assumption,aljazeera,,,,,,,,,,,,,,,
The memory of the old military courts and their excesses against pro democracy agitators and writers who opposed martial law may be distant but is not forgotten .,assumption,aljazeera,,,,,,,,,,,,,,,
The scepticism of the military and its machinations refreshed by this latest announcement is something that will only weaken what should be in Pakistan a united front against extremism .,assumption,aljazeera,,,,,,,,,,,,,,,
"The old narrative of pro-democracy activists harassed by military courts can easily be hijacked by today's extremists , who can present themselves as similarly beleaguered and innocent , their convictions illegitimate because they were handed down by military courts .",assumption,aljazeera,,,,,,,,,,,,,,,
"On the shoulders of such familiar manipulations, they will not be condemned convicts but heroes .",assumption,aljazeera,,,,,,,,,,,,,,,
"Terror is a people's problem in Pakistan, with nearly a thousand deaths in over 372 attacks just this year .",statistics,aljazeera,,,,,,,,,,,,,,,
"The extremists who are wreaking this havoc must be accountable to the people, via judicial institutions that serve the public .",assumption,aljazeera,,,,,,,,,,,,,,,
The evidence has to be seen by all and the rules made plain and clear .,assumption,aljazeera,,,,,,,,,,,,,,,
The consequence then would be an unequivocal condemnation untainted by conspiracy and paranoia and constructed on fairness .,assumption,aljazeera,,,,,,,,,,,,,,,
"Ultimately , winning the war against extremists requires mobilising Pakistan's public against terror ; military courts cannot achieve this crucial goal .",assumption,aljazeera,,,,,,,,,,,,,,,
"Ultimately , winning the war against extremists requires mobilising Pakistan's public against terror ; military courts cannot achieve this crucial goal .",assumption,aljazeera,,,,,,,,,,,,,,,
The last few days in global finance have been marked by dramatic developments in the energy sector .,assumption,aljazeera,,,,,,,,,,,,,,,
Oil prices have collapsed by about 40 percent since this year's peak in June .,anecdote,aljazeera,,,,,,,,,,,,,,,
"The plummeting oil prices have had negative consequences on economies across the world, from Moscow to Caracas to Tehran .",assumption,aljazeera,,,,,,,,,,,,,,,
The situation is particularly bad in Russia where the shock of shrinking energy revenue is doubled by a monetary crisis .,assumption,aljazeera,,,,,,,,,,,,,,,
Just in the past week the Russian rouble lost 17 percent of its value in two days ; its exchange rate to the US dollar has collapsed by over 50 percent since the beginning of the year .,statistics,aljazeera,,,,,,,,,,,,,,,
Balancing an oil-dependent budget .,no-unit,aljazeera,,,,,,,,,,,,,,,
The energy crisis has its origin in a global surplus of crude oil supply resulting from a rapid expansion of oil production in the US .,assumption,aljazeera,,,,,,,,,,,,,,,
"In order to dissuade additional investments in production of shale oil and tar sands in North America, and wedge a war on market shares , Saudi Arabia has voluntarily gone far above its previous OPEC production commitment .",assumption,aljazeera,,,,,,,,,,,,,,,
Some have seen this move as a plot by the Americans to punish countries like Iran and Russia .,assumption,aljazeera,,,,,,,,,,,,,,,
"Indeed ,  the sharp decrease in oil prices to $60 per barrel is far below the breakeven point for countries such as Venezuela and Iran who need $140 per barrel to balance their budget and continue with their policies of social spending and subsidised imports of vital goods .",anecdote,aljazeera,,,,,,,,,,,,,,,
The Russian economy is also very vulnerable to such price fluctuations as the energy sector accounts for about half of the state's revenues and a quarter of its gross domestic product .,assumption,aljazeera,,,,,,,,,,,,,,,
Putin's gamble to assume that the West would not confront him over Ukraine because of energy security concerns was a miscalculation of the forces at play .,assumption,aljazeera,,,,,,,,,,,,,,,
"The shrinking oil revenues coupled with the economic sanction packages have destroyed investors' confidence in the Russian economy , resulting in record levels of capital flight and a plunging rouble .",assumption,aljazeera,,,,,,,,,,,,,,,
"According to the Russian ministry of economic development , food prices in Russia will increase by 12 percent by the end of this year , and conservative estimates for the first months of 2015 already set inflation at 10 percent .",statistics,aljazeera,,,,,,,,,,,,,,,
The recent announcement that Moscow was considering developing its own independent space station is just another smoke screen to hypnotise the Russian population .,assumption,aljazeera,,,,,,,,,,,,,,,
"At the current rate of economic misfortunes, the Kremlin might not even have the financial means to design it on paper .",assumption,aljazeera,,,,,,,,,,,,,,,
"At the current rate of economic misfortunes, the Kremlin might not even have the financial means to design it on paper .",assumption,aljazeera,,,,,,,,,,,,,,,
December 9 marks the six-month anniversary of ISIL's capture of Mosul .,anecdote,aljazeera,,,,,,,,,,,,,,,
The capture both put ISIL on the map and simultaneously threatened to fundamentally redraw it .,assumption,aljazeera,,,,,,,,,,,,,,,
"Coverage of the low level civil war in Iraq had long disappeared off the front pages with a war weary western public happy to be ""out"" of a complex conflict that seemed to have no end .",assumption,aljazeera,,,,,,,,,,,,,,,
"The boldness of ISIL's sweep through the region and the taking of Mosul was the trigger that sparked a new focus on Iraq and put US warplanes back in the sky , but the city itself was quickly forgotten .",assumption,aljazeera,,,,,,,,,,,,,,,
"Today, Mosul is a city on death row enduring both a terrible present and the potential of a worse future .",assumption,aljazeera,,,,,,,,,,,,,,,
Initial ideas of a swift retaking of the city were dispelled by the ousting of Prime Minister Nouri al-Maliki and the emergence of US President Barack Obama's anti-ISIL coalition .,assumption,aljazeera,,,,,,,,,,,,,,,
"ISIL has proved to be a resilient opponent and while its march forward has been held up in Kobane , Mosul remains under the black flag .",anecdote,aljazeera,,,,,,,,,,,,,,,
"In November, Deputy Governor of Mosul Nuraddin Kaplan said that ""the sooner the operation begins the better . The more time that passes , the harder it will become"" .",testimony,aljazeera,,,,,,,,,,,,,,,
Moves to retake Mosul are in the pipeline but I would argue that the priority should be given to the strategy of prompting a collapse from within as opposed to a destructive attempt to take it by force .,assumption,aljazeera,,,,,,,,,,,,,,,
"ISIL's predecessors, ""al-Qaeda in Iraq"", struggled to turn from capturing large urban areas to governing them and reports out of Mosul would suggest a similar trend is at play .",assumption,aljazeera,,,,,,,,,,,,,,,
What information there is that manages to come out paints a bleak picture under ISIL rule .,assumption,aljazeera,,,,,,,,,,,,,,,
"In October, the Guardian reported ""severe shortages of food and water, no functioning public institutions, and the local economy in a state of near collapse"" .",testimony,aljazeera,,,,,,,,,,,,,,,
"The school system has been ""ISIL-ed"" with an education tax imposed , genders segregated and subjects such as art banned .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Christian homes and Shia shrines have reportedly been looted and displaced residents of Mosul testified to Al - Monitor that ISIL had arrested up to 25,000 people between June and October .",testimony,aljazeera,,,,,,,,,,,,,,,
"We've also learnt the ISIL-style of city governance elsewhere and in particular in Raqqa, their nominal capital .",assumption,aljazeera,,,,,,,,,,,,,,,
"An incredibly brave piece of citizen journalism shot by a resident in a hijab showed a city dominated by young, bearded men with guns on every street corner imposing both their ideas of urban management and social control .",anecdote,aljazeera,,,,,,,,,,,,,,,
"Prayer and conservative appearance is strictly enforced and executions, even crucifixions, are commonplace .",assumption,aljazeera,,,,,,,,,,,,,,,
There is a bitter irony that residents of Raqqa have swapped one police state for another .,assumption,aljazeera,,,,,,,,,,,,,,,
A smart strategy would seek to win Mosul from within .,assumption,aljazeera,,,,,,,,,,,,,,,
ISIL's ability to attract disillusioned Iraqi Sunnis is being met by new Prime Minister Haider al-Abbadi's far more inclusive vision for the country .,assumption,aljazeera,,,,,,,,,,,,,,,
Appointing a defence minister from Mosul and finally agreeing on an oil sharing agreement with the Kurds is evidence of this work in progress from the new premier .,assumption,aljazeera,,,,,,,,,,,,,,,
Abbadi's appeal to Iraqi nationalism and sensitivity to tribal and sectarian dynamics must be able to offer a bigger pull than the ISIL offer of a dysfunctional caliphate .,assumption,aljazeera,,,,,,,,,,,,,,,
"Residents of ISIL-controlled Raqqa have spoken of feeling like ""strangers in their own city"" .",testimony,aljazeera,,,,,,,,,,,,,,,
Effective propaganda can help split Iraqi members of ISIL from their often foreign leadership .,assumption,aljazeera,,,,,,,,,,,,,,,
"This won't be easy , reports have suggested that ISIL has decided to shut down most mobile telecommunications inside the city, perhaps conscious of the need to protect their battle for hearts and minds .",assumption,aljazeera,,,,,,,,,,,,,,,
The alternative is far more dangerous for the city .,assumption,aljazeera,,,,,,,,,,,,,,,
US intelligence estimates that ISIL has the weapons to fight for two years .,testimony,aljazeera,,,,,,,,,,,,,,,
"A rejuvenated Iraqi army that has put competency, sectarian and ""ghost soldiers"" issues aside is estimated to need some 80,000 troops to ""take"" the city .",assumption,aljazeera,,,,,,,,,,,,,,,
"Supposedly accurate US weapons destroyed a large part of Fallujah in order to ""win it"" back in 2004 .",assumption,aljazeera,,,,,,,,,,,,,,,
"With this in mind ,  there is a high chance Mosul would be hit even harder leaving a trail of rubble and refugees strewn across the north of the country .",assumption,aljazeera,,,,,,,,,,,,,,,
"The fate of Syria's second city, Aleppo, must serve as a warning as to the future of Iraq's second city, Mosul .",assumption,aljazeera,,,,,,,,,,,,,,,
"An effective and joined up political and military strategy led by Iraq's new government must make the residents of Mosul hate the caliphate and, at tremendous risk to themselves, take on ISIL from within rather than allow their city to become yet another Middle East urban graveyard .",assumption,aljazeera,,,,,,,,,,,,,,,
Mosul is a city of immense history but currently stares at the fate of becoming history itself .,assumption,aljazeera,,,,,,,,,,,,,,,
Mosul is a city of immense history but currently stares at the fate of becoming history itself .,assumption,aljazeera,,,,,,,,,,,,,,,
"Ahmed Merabat was the first of the 12 innocents killed in Wednesday's targeted attack on the French satirical magazine, Charlie Hebdo .",anecdote,aljazeera,,,,,,,,,,,,,,,
The 42-year-old French Muslim policeman was executed on the sidewalk of Paris' 11th borough - the enclave where Charlie Hebdo's headquarters is located .,anecdote,aljazeera,,,,,,,,,,,,,,,
"Merabat was shot, point-blank, by one of the three assassins, minutes before they broke into Charlie Hebdo's offices , and slaughtered the magazine's top editor and celebrated cartoonists .",anecdote,aljazeera,,,,,,,,,,,,,,,
"The coverage of the ""Paris shootings"" centred almost exclusively on Stephane Charbonnier, Georges Wolinski, Jean Cabut and Bernard Verlhac - the prominent and unyieldingly provocative minds behind Charlie Hebdo .",assumption,aljazeera,,,,,,,,,,,,,,,
"The first victim, Ahmed Merabat, was purged from the headlines .",assumption,aljazeera,,,,,,,,,,,,,,,
The political and representational ramifications that come with highlighting Merabat's victimhood cannot be ignored .,assumption,aljazeera,,,,,,,,,,,,,,,
"First ,  it complicates the broader narrative that rigidly caricatures Muslims as terrorists, outsiders and marginals .",assumption,aljazeera,,,,,,,,,,,,,,,
"And second, refutes the state-sponsored indictment of Muslims in France as perpetrators of subversion, instead of law-abiding citizens .",assumption,aljazeera,,,,,,,,,,,,,,,
Muslim and French .,no-unit,aljazeera,,,,,,,,,,,,,,,
"Apart from the obvious tragedy, the Charlie Hebdo killings manifest the baseline that Muslim identity is only relevant - and indeed newsworthy  - when the subject is standing behind the gun . Not in front of it .",assumption,aljazeera,,,,,,,,,,,,,,,
"In most everywhere in the world, but especially France - the architect of modern Islamophobia .",assumption,aljazeera,,,,,,,,,,,,,,,
Muslims comprise a considerable percentage of the French polity .,assumption,aljazeera,,,,,,,,,,,,,,,
"Islam is the nation's second biggest religion , and figures place the Muslim population at 5 percent to 10 percent of France's 66 million citizens .",statistics,aljazeera,,,,,,,,,,,,,,,
"Islam's size, and demographical rise, has spurred some of the most draconian policies against Muslims in modern times .",assumption,aljazeera,,,,,,,,,,,,,,,
"The headscarf ban in 2004, followed by illegalisation of the niqab, or face covering, in 2010, codified core Islamophobic ideas .",anecdote,aljazeera,,,,,,,,,,,,,,,
This legislation also functioned as a firm and fervent declaration by the state that Muslim and French identities were at odds and irreconcilable .,assumption,aljazeera,,,,,,,,,,,,,,,
The French laicite model provided the structural underpinnings to carry forward Islamophobic legislation .,assumption,aljazeera,,,,,,,,,,,,,,,
"But more nefariously, guise it under the banner of state-sponsored secularism .",assumption,aljazeera,,,,,,,,,,,,,,,
"Expectedly, the religious expression bans disparately impacted French Muslims .",assumption,aljazeera,,,,,,,,,,,,,,,
"In addition ,  they chilled bodily and verbal expressions of Muslim identity .",assumption,aljazeera,,,,,,,,,,,,,,,
"The state aim of compelling secularisation upon its Muslim citizenry was based upon the civilisational binary, and ultimatum , to choose between ""Islam and the West"", ""Muslim lands or France"" .",assumption,aljazeera,,,,,,,,,,,,,,,
"Despite this ultimatum handed down from the state, the overwhelming majority of French Muslims exercised their faith amid pervasive bigotry .",assumption,aljazeera,,,,,,,,,,,,,,,
"And simultaneously, embraced their national identities as Frenchmen and women .",no-unit,aljazeera,,,,,,,,,,,,,,,
"Extreme voices from within the state, and French civil society, looked to the three terrorists as representatives of the nation's 3 to 6 million Frenchmen and women .",assumption,aljazeera,,,,,,,,,,,,,,,
"Collateral indictment of French Muslims, by politicians and media alike, infused with an already fervent culture of Islamophobia on the ground, will surely incite violent backlash against Muslims and Muslim communities in the country .",assumption,aljazeera,,,,,,,,,,,,,,,
"Although unimaginable before Wednesday , French Islamophobia stands to become far more severe and strident .",assumption,aljazeera,,,,,,,,,,,,,,,
"The conflation of the terrorist's acts with France's Muslim population, from the perspective of hatemongers, holds the latter vicariously liable .",assumption,aljazeera,,,,,,,,,,,,,,,
"This connection , that links three deviant actors with an entire faith and millions of disconnected citizens , will fuel rabid backlash against Muslims in France, and more than likely, claim additional victims .",assumption,aljazeera,,,,,,,,,,,,,,,
"Centring Muslim victims, instead of villains, would mitigate the backlash considerably .",assumption,aljazeera,,,,,,,,,,,,,,,
"In addition , focusing on the heroics of Merabat, instead of the evil of the three terrorists , asserts - and inserts - a competing narrative that France's Muslims are everyday citizens : Citizens with jobs, families, and interpretations of Islam that condemn violence, and contradict the malignant caricature of the faith constructed by the state .",assumption,aljazeera,,,,,,,,,,,,,,,
Ahmed Merabat was more than a victim .,assumption,aljazeera,,,,,,,,,,,,,,,
He was far more than merely a Muslim .,assumption,aljazeera,,,,,,,,,,,,,,,
"He, in both life and especially in death, stands as an archetype for the overwhelming majority of French Muslims .",assumption,aljazeera,,,,,,,,,,,,,,,
"A law-abiding citizen, Merabat harmonised his religious identity with the responsibilities of being a Frenchman .",assumption,aljazeera,,,,,,,,,,,,,,,
