category,sub-category
,Category:1529 in Spain
,Category:1529 in Sweden
,Category:1529 paintings
,Category:1529 works
,Category:1530
,Category:1530 births
,Category:1530 books
,Category:1530 by continent
,Category:1530 disestablishments
,Category:1530 establishments
Capitals in Asia,Category:Capitals of country subdivisions in Asia
,Category:Abu Dhabi
,Category:Amman
,Category:Ancient Chinese capitals
,Category:Ankara
,Category:Ashgabat
,Category:Baghdad
,Category:Baku
,Category:Bandar Seri Begawan
,Category:Bangkok
,Category:Beijing
,Category:Beirut
,Category:Bishkek
,Category:Damascus
,Category:Dhaka
,Category:Dili
,Category:Doha
,Category:Dushanbe
,Category:Former capitals of Japan
,Category:Former capitals of Korea
,Category:Former capitals of Sri Lanka
,Category:Hanoi
,Category:Ho Chi Minh City
,Category:Indian capital cities
,Category:Islamabad
,Category:Jakarta
,Category:Jerusalem
,Category:Kabul
,Category:Kathmandu
,Category:Kuala Lumpur
,Category:Kuwait City
,Category:Malé
,Category:Manama
,Category:Manila
,"Category:Muscat, Oman"
,Category:Naypyidaw
,Category:Nepalese capital cities
,Category:New Delhi
,Category:Nicosia
,Category:Nur-Sultan
,Category:Capitals of Pakistan
,Category:Phnom Penh
,Category:Pyongyang
,Category:Riyadh
,Category:Sanaa
,Category:Seoul
,Category:Singapore
,Category:Sri Jayawardenepura Kotte
,Category:Sukhumi
,Category:Taipei
,Category:Tashkent
,Category:Tbilisi
,Category:Tehran
,Category:Thimphu
,Category:Tokyo
,Category:Ulaanbaatar
,Category:Vientiane
,Category:Yerevan
Lebanon–United Arab Emirates relations,Category:Lebanese expatriates in the United Arab Emirates
,Category:Ambassadors of Lebanon to the United Arab Emirates
,Category:Emirati people of Lebanese descent
Articles lacking reliable references from October 2021,
CS1 errors: external links,
National symbols of Lebanon,"Category:Orders, decorations, and medals of Lebanon"
Articles needing additional references from August 2010,
Social conservative parties,Category:Agudat Yisrael
,Category:Alternative for Germany
,Category:Bangladesh Nationalist Party
,Category:Bharatiya Janata Party
,Category:Brothers of Italy
,Category:Christian Democratic Movement
,Category:Christian democratic parties
,Category:Communist Party of the Russian Federation
,Category:Constitution Party (United States)
,Category:Democratic Unionist Party
,Category:Fidesz
,Category:Finns Party
,Category:Freedom Party of Austria
,Category:Independent Greeks
,Category:Jamaat-e-Islami Pakistan
,Category:Jobbik
,Category:A Just Russia
,Category:Justice and Development Party (Turkey)
,Category:Kataeb Party
,Category:Law and Justice
,Category:Liberal Democratic Party (Japan)
,Category:Liberal Democratic Party of Russia
,Category:Liberty Korea Party
,Category:Muttahida Majlis-e-Amal
,Category:National Resistance Movement
,Category:Nationalist Movement Party
,Category:Our Homeland Movement
,Category:People Power Party (South Korea)
,Category:People's Party Our Slovakia
,Category:Peoples Democratic Party (Nigeria)
,Category:Popular Orthodox Rally
,Category:Prohibition Party
,Category:Serbian Radical Party
,Category:Shas
,Category:Social conservative parties in the Czech Republic
,Category:Social Democratic Party (Romania)
,Category:United Arab List
,Category:United Poland
,Category:United Russia
,Category:Vox (political party)
1920 in France,Category:1920 disestablishments in France
,Category:1920 establishments in France
,Category:Franco-Turkish War
,Category:1920 in the French colonial empire
,Category:1920 French novels
,Category:1920 in Paris
,Category:1920 in French sport
CS1 maint: unfit URL,
Dissolution of Syria,Category:Islamic State of Iraq and the Levant
,Category:Separatism in Syria
2010s in Syria,Category:2010s disestablishments in Syria
,Category:2010s establishments in Syria
,Category:2010 in Syria
,Category:2011 in Syria
,Category:2012 in Syria
,Category:2013 in Syria
,Category:2014 in Syria
,Category:2015 in Syria
,Category:2016 in Syria
,Category:2017 in Syria
,Category:2018 in Syria
,Category:2019 in Syria
,Category:Arab Winter in Syria
,Category:2010s crimes in Syria
,Category:European migrant crisis
,Category:Operation Inherent Resolve
,Category:2010s in Syrian sport
,Category:Syrian civil war
,Category:2010s in Syrian television
Articles with unsourced statements from March 2018,
American crime thriller films,Category:American comedy thriller films
,Category:Charlie Chan films
Conflicts in 1920,Category:Estonian War of Independence
,Category:Franco-Syrian War
,Category:Franco-Turkish War
,Category:Iraqi revolt of 1920
,Category:Irish War of Independence
,Category:Kapp Putsch
,Category:1920 labor disputes and strikes
,Category:Mexican Revolution
,Category:Participants of the Ganja revolt
,Category:Polish–Soviet War
,Category:Rif War
,Category:1920 riots
,Category:Russian Revolution in Ukraine
,Category:Silesian Uprisings
,Category:Turkish War of Independence
,Category:Turkish–Armenian War
,Category:Ukrainian–Soviet War
Haganah members,Category:Palmach members
Conflicts in 1988,Category:1987–1989 JVP insurrection
,Category:Attacks in 1988
,Category:Eritrean War of Independence
,Category:Guatemalan Civil War
,Category:Internal conflict in Peru
,Category:Iran–Iraq War
,Category:1988 labor disputes and strikes
,Category:Mozambican Civil War
,Category:1988 riots
,Category:South African Border War
,Category:Sri Lankan Civil War
Articles with unsourced statements from October 2010,
Iran–Saudi Arabia relations,Category:Iran–Saudi Arabia military relations
,Category:Ambassadors of Iran to Saudi Arabia
,Category:Ambassadors of Saudi Arabia to Iran
,Category:Arab–Israeli alliance against Iran
,Category:Saudi Arabian people of Iranian descent
Right-wing parties,Category:Right-wing parties by continent
,Category:Right-wing parties by country
,Category:Centre-right parties
,Category:Conservative parties
,Category:Far-right political parties
,Category:Kataeb Party
,Category:Liberty Korea Party
,Category:Likud
,Category:New Right (Israel)
,Category:Right-wing populist parties
,Category:Shas
Photography in Lebanon,Category:Lebanese photographers
,Category:Photo archives in Lebanon
,Category:Photography museums and galleries in Lebanon
German films,Category:Films of the German Empire
,Category:Films of the Weimar Republic
,Category:Films of Nazi Germany
,Category:East German films
,Category:West German films
,Category:German animated films
,Category:German films by genre
,Category:German films by topic
,Category:Lists of German films
,Category:German film series
,Category:German 3D films
,Category:German films based on actual events
,Category:German anthology films
,Category:German black-and-white films
,Category:German children's films
,Category:German Christmas films
,Category:English-language German films
,Category:German films based on plays
,Category:German films by studio
,Category:Lost German films
,Category:German independent films
,Category:German multilingual films
,Category:Rediscovered German films
,Category:German sequel films
,Category:German short films
,Category:German silent films
,Category:German television films
,Category:German film stubs
CS1 maint: extra text: authors list,
Regions of Lebanon,Category:Beqaa Valley
Articles with dead external links from September 2016,
Persecution of Christians in the Ottoman Empire,Category:Armenian genocide
,Category:Persecution of Assyrians in the Ottoman Empire
,Category:Crypto-Christianity in the Ottoman Empire
,Category:Hamidian massacres
,Category:Persecution of Greeks in the Ottoman Empire
Phoenicianism,Category:Kataeb Party
,Category:Lebanese Front
,Category:Phoenicianists
Articles with dead external links from February 2020,
Articles lacking reliable references from October 2019,
Articles with unsourced statements from October 2021,
Israeli people of Tunisian-Jewish descent,
Articles needing additional references from January 2013,
Conflicts in 2020,Category:2019–2021 Persian Gulf crisis
,Category:2020 Armenian–Azerbaijani skirmishes
,Category:2020 Nagorno-Karabakh war
,Category:Attacks in 2020
,Category:Battles in 2020
,Category:Boko Haram insurgency
,Category:Ethiopian civil conflict (2018–present)
,Category:Internal conflict in Peru
,Category:2020 labor disputes and strikes
,Category:Lists of armed conflicts in 2020
,Category:2020 military operations
,Category:2020 riots
,Category:2020 in the Syrian civil war
,Category:Tigray War
,Category:Venezuelan presidential crisis
,Category:Yemeni Civil War (2014–present)
1928 births,
Articles with Hebrew-language sources (he),
Organizations designated as terrorist by the United States,Category:Organizations formerly designated as terrorist by the United States
,Category:Abu Sayyaf
,Category:Al-Qaeda in Iraq
,Category:Al-Qaeda in the Arabian Peninsula
,Category:Al-Qaeda in the Islamic Maghreb
,Category:Armenian Secret Army for the Liberation of Armenia
,Category:Asa'ib Ahl al-Haq
,Category:Aum Shinrikyo
,Category:Boko Haram
,Category:Caucasus Emirate
,Category:Continuity Irish Republican Army
,Category:ETA (separatist group)
,Category:FARC
,Category:Hamas
,Category:Haqqani network
,Category:Hezbollah
,Category:Islamic Jihad Movement in Palestine
,Category:Islamic Jihad Union
,Category:Islamic Movement of Uzbekistan
,Category:Islamic Revolutionary Guard Corps
,Category:Islamic State of Iraq and the Levant
,Category:Jemaah Islamiyah
,Category:Kurdistan Free Life Party
,Category:Kurdistan Workers' Party
,Category:Lashkar-e-Jhangvi
,Category:Lashkar-e-Taiba
,Category:Liberation Tigers of Tamil Eelam
,Category:Lord's Resistance Army
,Category:Al-Nusra Front
,Category:Popular Front for the Liberation of Palestine
,Category:Real Irish Republican Army
,Category:Republican Sinn Féin
,Category:Revolutionary People's Liberation Party/Front
,Category:Al-Shabaab (militant group)
,Category:Shining Path
,Category:Taliban
,Category:Turkistan Islamic Party
,Category:Ulster Defence Association
,Category:Ulster Volunteer Force
,Category:Weather Underground
Torah cities,Category:Amarna letter EA 364
,Category:Cities of refuge
,Category:Levitical cities
,Category:Sidon
,Category:Sodom and Gomorrah
Bahrain–France relations,Category:French expatriates in Bahrain
,Category:Ambassadors of Bahrain to France
,Category:Bahraini expatriates in France
Centre-right parties in Asia,Category:Kataeb Party
,Category:Likud
Use dmy dates from May 2013,
All articles lacking reliable references,
Republics,Category:Arab republics
,Category:Autonomous republics
,Category:Commonwealth republics
,Category:Constitutional republics
,Category:Federal republics
,Category:Former republics
,Category:Islamic republics
,Category:Soviet republics
,Category:Afghanistan
,Category:Albania
,Category:Algeria
,Category:Angola
,Category:Armenia
,Category:Armenian republics
,Category:Azerbaijan
,Category:Azerbaijani republics
,Category:Bangladesh
,Category:Belarus
,Category:Benin
,Category:Bolivia
,Category:Botswana
,Category:Bulgaria
,Category:Burkina Faso
,Category:Burundi
,Category:Cameroon
,Category:Cape Verde
,Category:Central African Republic
,Category:Chad
,Category:Chile
,Category:People's Republic of China
,Category:Republic of China
,Category:Colombia
,Category:Democratic Republic of the Congo
,Category:Republic of the Congo
,Category:Costa Rica
,Category:Croatia
,Category:Cuba
,Category:Cyprus
,Category:Czech Republic
,Category:Djibouti
,Category:Dominica
,Category:Dominican Republic
,Category:East Timor
,Category:Ecuador
,Category:El Salvador
,Category:Equatorial Guinea
,Category:Estonia
,Category:Fiji
,Category:Finland
,Category:France
,Category:Gabon
,Category:The Gambia
,Category:Georgia (country)
,Category:Ghana
,Category:Greece
,Category:Guatemala
,Category:Guinea
,Category:Guinea-Bissau
,Category:Guyana
,Category:Haiti
,Category:Honduras
,Category:Hungary
,Category:Iceland
,Category:Indonesia
,Category:Republic of Ireland
,Category:Israel
,Category:Italy
,Category:Ivory Coast
,Category:Kazakhstan
,Category:Kenya
,Category:Kiribati
,Category:Kosovo
,Category:Kyrgyzstan
,Category:Laos
,Category:Latvia
,Category:Lebanon
,Category:Liberia
,Category:Lithuania
,Category:Madagascar
,Category:Malawi
,Category:Maldives
,Category:Mali
,Category:Malta
,Category:Marshall Islands
,Category:Mauritania
,Category:Mauritius
,Category:Moldova
,Category:Mongolia
,Category:Montenegro
,Category:Mozambique
,Category:Myanmar
,Category:Namibia
,Category:Nauru
,Category:Nicaragua
,Category:Niger
,Category:North Macedonia
,Category:Palau
,Category:Panama
,Category:Paraguay
,Category:Peru
,Category:Philippines
,Category:Poland
,Category:Portugal
,Category:Romania
,Category:Samoa
,Category:San Marino
,Category:São Tomé and Príncipe
,Category:Senegal
,Category:Serbia
,Category:Seychelles
,Category:Sierra Leone
,Category:Singapore
,Category:Slovakia
,Category:Slovenia
,Category:South Africa
,Category:South Korea
,Category:Sri Lanka
,Category:Suriname
,Category:Taiwan
,Category:Tanzania
,Category:Togo
,Category:Trinidad and Tobago
,Category:Tunisia
,Category:Turkey
,Category:Turkmenistan
,Category:Uganda
,Category:Ukraine
,Category:Uruguay
,Category:Uzbekistan
,Category:Vanuatu
,Category:Vietnam
,Category:Zimbabwe
Articles with unsourced statements from February 2011,
International criminal law,Category:People acquitted of international crimes
,Category:Amnesty laws
,Category:People charged with international crimes
,Category:People convicted of international crimes
,Category:Crime of aggression
,Category:Crimes against humanity
,Category:Diplomatic immunity and protection
,Category:Extradition
,Category:Genocide
,Category:Human rights abuses
,Category:International Criminal Court
,Category:International Criminal Tribunal for Rwanda
,Category:International Criminal Tribunal for the former Yugoslavia
,Category:Khmer Rouge Tribunal
,Category:International court and tribunal prosecutors
,Category:International criminal law scholars
,Category:Special Tribunal for Lebanon
,Category:International criminal law treaties
,Category:War crimes
,Category:War crimes trials
,Category:World War II war crimes trials
Articles with unsourced statements from November 2013,
States and territories disestablished in 1984,Category:Republic of Upper Volta
Hebrew University of Jerusalem alumni,Category:Hebrew University of Jerusalem School of Computer Science & Engineering alumni
,Category:Hebrew University-Hadassah Faculty of Dental Medicine alumni
,Category:School of Education at the Hebrew University of Jerusalem alumni
,Category:Einstein Institute of Mathematics alumni
,Category:Jerusalem School of Business Administration alumni
,Category:Hebrew University of Jerusalem Faculty of Law alumni
,Category:The Hebrew University-Hadassah Medical School alumni
,Category:Hebrew University-Hadassah Braun School of Public Health and Community Medicine alumni
,"Category:Robert H. Smith Faculty of Agriculture, Food and Environment alumni"
,Category:Hebrew University of Jerusalem Faculty of Social Sciences alumni
,Category:Paul Baerwald School of Social Work and Social Welfare alumni
Articles needing additional references from November 2011,
Webarchive template other archives,
Crime-related lists,Category:Crime lists by country
,Category:Lists of assassinations
,Category:Lists of attacks
,Category:Lists of criminals
,Category:Lists of crime films
,Category:Lists of gangs
,Category:The Holocaust-related lists
,Category:Lists of murderers
,Category:Lists of school-related attacks
,Category:Lists of massacres
,Category:Lists of murders
,Category:Organized crime-related lists
,Category:Piracy lists
,Category:Lists of cases of police brutality
,Category:Terrorism-related lists
,Category:Lists of victims of crimes
Wars involving the United Kingdom,Category:1987–1989 JVP insurrection
,Category:British Expedition to Abyssinia
,Category:War in Afghanistan (2001–2021)
,Category:Anglo-Afghan Wars
,Category:Second Anglo-Afghan War
,Category:Anglo-Ashanti wars
,Category:Anglo-Burmese wars
,Category:Anglo-Egyptian War
,Category:Second Anglo-Maratha War
,Category:Anglo-Persian War
,Category:Anglo-Sikh wars
,Category:Anglo-Zulu War
,Category:Armenian–Azerbaijani War
,Category:Aroostook War
,Category:First Boer War
,Category:Second Boer War
,Category:Boer Wars
,Category:Boxer Rebellion
,Category:Crimean War
,Category:Dano-Swedish War of 1808–09
,Category:Dhofar Rebellion
,Category:Wars involving the British East India Company
,Category:Easter Rising
,Category:Egyptian–Ottoman War (1839–1841)
,Category:Estonian War of Independence
,Category:Falklands War
,Category:French Revolutionary Wars
,Category:The Great Game
,Category:Greek War of Independence
,Category:Gulf War
,Category:Indonesia–Malaysia confrontation
,Category:Indonesian National Revolution
,Category:Invasions of the United Kingdom
,Category:Iraq War
,Category:Irish War of Independence
,Category:Korean War
,Category:Kosovo War
,Category:Mahdist War
,Category:Malayan Emergency
,Category:Mau Mau Uprising
,Category:Napoleonic Wars
,Category:Opium Wars
,Category:Second Opium War
,Category:Peninsular War
,Category:Rebellions against the British Empire
,Category:British invasions of the River Plate
,Category:Russian Civil War
,Category:Russo-Turkish War (1828–29)
,Category:First Samoan Civil War
,Category:Second Samoan Civil War
,Category:Second French intervention in Mexico
,Category:Second Hundred Years' War
,Category:Sierra Leone Civil War
,Category:Somalia War (2006–2009)
,Category:Wars involving the British South Africa Company
,Category:Suez Crisis
,Category:British involvement in the Syrian civil war
,Category:Taiping Rebellion
,Category:War on Terror
,Category:The Troubles (Northern Ireland)
,Category:Tirah campaign
,Category:Turkish War of Independence
,Category:United Kingdom in World War II
,Category:'Urabi revolt
,Category:Uruguayan Civil War
,Category:War of 1812
,Category:Wars between the United Kingdom and the United States
,Category:Wars involving British India
,Category:Military operations of World War I involving the United Kingdom
,Category:United Kingdom in World War I
,Category:Yugoslav Wars
Pages using collapsible list with both background and text-align in titlestyle,
Articles needing additional references from May 2021,
Films set in Bolivia,
Films set in 1982,Category:Falklands War films
Films about arms trafficking,
Anti-Zionism in Lebanon,Category:Amal Movement
,Category:Hezbollah
,Category:Lebanese Communist Party
CS1 errors: bare URL,
Articles with unsourced statements from January 2020,
Battles involving Israel,Category:Naval battles involving Israel
,Category:2000–2006 Shebaa Farms conflict
,Category:Battles and operations of the 1948 Arab–Israeli War
,Category:Battles of the 2006 Lebanon War
,Category:Battles of the Second Intifada
,Category:Battles of the Yom Kippur War
,Category:Operation Entebbe
Pages using Sister project links with hidden wikidata,
Articles with specifically marked weasel-worded phrases from May 2012,
1978 in Lebanon,Category:1978 disestablishments in Lebanon
,Category:1978 establishments in Lebanon
2006 deaths,Category:2006 suicides
,Category:Murder in 2006
,Category:Lists of deaths in 2006
Conflicts in 2012,Category:Arab Spring
,Category:Operation Atalanta
,Category:Attacks in 2012
,Category:Battles in 2012
,Category:Boko Haram insurgency
,Category:War in Darfur
,Category:Internal conflict in Bangladesh
,Category:Internal conflict in Peru
,Category:2012 labor disputes and strikes
,Category:2012 riots
,Category:2012 in the Syrian civil war
,Category:Syrian civil war spillover in Lebanon
Burials at Mount Herzl,
CS1 errors: generic title,
Urban warfare,Category:1993 Russian constitutional crisis
,Category:Battle of Berlin
,Category:Battle of Mogadishu (1993)
,Category:Easter Rising
,Category:Ghetto uprisings
,Category:Urban guerrilla warfare
,Category:Gwangju Uprising
,Category:Hungarian Revolution of 1956
,Category:1992 Los Angeles riots
,Category:Battle of Pine Bluff
,Category:Siege of Sarajevo
,Category:Battle of Stalingrad
,Category:United States invasion of Panama
,Category:Warsaw Ghetto Uprising
,Category:Warsaw Uprising
Use mdy dates from March 2012,
Articles with multiple identifiers,
Massacres in the Ottoman Empire,Category:Armenian genocide
,Category:Assyrian genocide
,Category:Greek genocide
,Category:Massacres during the Greek War of Independence
,Category:Hamidian massacres
Iran–United States relations,Category:Iran–United States military relations
,Category:American expatriates in Iran
,Category:Iranian expatriates in the United States
,Category:Ambassadors of Iran to the United States
,Category:Ambassadors of the United States to Iran
,Category:American international schools in Iran
,Category:American Iranologists
,Category:American people imprisoned in Iran
,Category:American people of Iranian descent
,Category:Arab–Israeli alliance against Iran
,Category:CIA activities in Iran
,Category:Iranian extrajudicial prisoners of the United States
,Category:Iran hostage crisis
,Category:Iran–Contra affair
,Category:Iranian American
,Category:Iranian entities subject to the U.S. Department of the Treasury sanctions
,Category:Iranian individuals subject to the U.S. Department of the Treasury sanctions
,Category:Iranian people imprisoned in the United States
,Category:Iranian people of American descent
,Category:Iranian Revolution
,Category:People's Mujahedin of Iran
Hebrew-language films,Category:Hebrew-language Netflix original films
Wikipedia articles needing factual verification from November 2011,
1978 in Israel,Category:1978 disestablishments in Israel
,Category:1978 establishments in Israel
,Category:1978 crimes in Israel
,Category:1978 in Israeli politics
,Category:1978 in Israeli sport
,Category:1978 in Israeli television
All articles to be split,
Menachem Begin,Category:Cultural depictions of Menachem Begin
Articles with incomplete citations from November 2016,
Articles needing additional references from August 2020,
Articles with unsourced statements from January 2021,
Special forces of Israel,Category:Operations involving Israeli special forces
Articles with unsourced statements from March 2012,
Military intervention in Yemen,
CS1 uses Japanese-language script (ja),
Articles with incomplete citations from June 2012,
1957 establishments in Israel,Category:Israeli companies established in 1957
Use dmy dates from April 2020,
Conflicts in 1979,Category:Attacks in 1979
,Category:Eritrean War of Independence
,Category:Guatemalan Civil War
,Category:Iran hostage crisis
,Category:Iranian Revolution
,Category:1979 labor disputes and strikes
,Category:Mozambican Civil War
,Category:Rhodesian Bush War
,Category:1979 riots
,Category:Sino-Vietnamese War
,Category:South African Border War
,Category:Uganda–Tanzania War
Christian political parties in Lebanon,Category:Kataeb Party
Articles with unsourced statements from September 2014,
All pages needing factual verification,
Economy of Lebanon,Category:Lebanese economists
,Category:Lebanese businesspeople
,Category:Economy of Lebanon-related lists
,Category:Business in Lebanon
,Category:Economy of Beirut
,Category:Companies of Lebanon
,Category:Currencies of Lebanon
,Category:Energy in Lebanon
,Category:Gambling in Lebanon
,Category:Economic history of Lebanon
,Category:Industry in Lebanon
,Category:Infrastructure in Lebanon
,Category:Labor in Lebanon
,Category:Science and technology in Lebanon
,Category:Wealth in Lebanon
CS1 errors: URL,
CS1 Danish-language sources (da),
Violence against men in Asia,
CS1 maint: numeric names: authors list,
CS1 errors: extra text: volume,
French people of Tunisian-Jewish descent,
1982 Lebanon War,
Articles with NDL identifiers,
Pages using infobox settlement with possible motto list,
CS1: long volume value,Category:Elephantiformes
All articles lacking in-text citations,
Populated places established in the 3rd millennium BC,Category:Babylon
1990s conflicts,Category:Afghan Civil War (1996–2001)
,Category:Basque conflict
,Category:1990s battles
,Category:Conflicts in 1990
,Category:Conflicts in 1991
,Category:Conflicts in 1992
,Category:Conflicts in 1993
,Category:Conflicts in 1994
,Category:Conflicts in 1995
,Category:Conflicts in 1996
,Category:Conflicts in 1997
,Category:Conflicts in 1998
,Category:Conflicts in 1999
,Category:1990s coups d'état and coup attempts
,Category:Croatian War of Independence
,Category:Eelam War II
,Category:Eelam War III
,Category:First Nagorno-Karabakh War
,Category:Insurgency in Northeast India
,Category:Internal conflict in Peru
,Category:1990s labor disputes and strikes
,Category:Nagorno-Karabakh conflict
,Category:Papua conflict
,Category:1990s riots
,Category:Second Congo War
,Category:Somali Civil War
,Category:Sri Lankan Civil War
,Category:The Troubles (Northern Ireland)
,Category:Third Indochina War
,Category:Transnistria conflict
All articles with incomplete citations,
1987 in Lebanon,Category:1987 establishments in Lebanon
,Category:1987 in Lebanese sport
1990 in Lebanon,Category:1990 establishments in Lebanon
,Category:1990 crimes in Lebanon
,Category:1990 in Lebanese sport
All articles with unsourced statements,
Films set in New York City,Category:Animated films set in New York City
,Category:British films set in New York City
,Category:Films set in the Bronx
,Category:Films set in Brooklyn
,Category:Documentary films about New York City
,Category:Indian films set in New York City
,Category:Films set in Manhattan
,Category:Films about the New York City Police Department
,"Category:Films set in Queens, New York"
,Category:Films set in Staten Island
,Category:Films set on the New York City Subway
,Category:Films about the New York Yankees
1958 in Lebanon,Category:1958 establishments in Lebanon
1918 in France,Category:1918 disestablishments in France
,Category:1918 establishments in France
,Category:Franco-Turkish War
,Category:1918 in the French colonial empire
,Category:Hundred Days Offensive
,Category:1918 French novels
,Category:1918 in Paris
,Category:1918 in French sport
Articles with dead external links from January 2011,
Articles using infobox ethnic group with image parameters,
Lebanon,Category:Lebanon-related lists
,Category:Buildings and structures in Lebanon
,Category:Lebanese culture
,Category:Economy of Lebanon
,Category:Education in Lebanon
,Category:Environment of Lebanon
,Category:Geography of Lebanon
,Category:Government of Lebanon
,Category:Health in Lebanon
,Category:History of Lebanon
,Category:Organisations based in Lebanon
,Category:Lebanese people
,Category:Politics of Lebanon
,Category:Lebanese society
,Category:Images of Lebanon
,Category:Lebanon stubs
Cleanup tagged articles without a reason field from January 2011,
Amphibious armoured personnel carriers,
NPOV disputes from May 2019,
Jewish agnostics,
Lionsgate films,Category:Artisan Entertainment films
,Category:The Hunger Games (film series)
,Category:Leprechaun (film series)
,Category:Lionsgate animated films
,Category:Mandate Pictures films
,Category:Overture Films films
,Category:Saw (franchise) films
,Category:Summit Entertainment films
,Category:Trimark Pictures films
,Category:Vestron Pictures films
Articles with unsourced statements from November 2014,
1918 in the Ottoman Empire,Category:1918 disestablishments in the Ottoman Empire
,Category:1918 establishments in the Ottoman Empire
,Category:Franco-Turkish War
,Category:1918 in Ottoman Syria
,Category:1918 in Turkish sport
Proxy wars,Category:Angolan Civil War
,Category:Cambodian Civil War
,Category:Congo Crisis
,Category:Corfu Channel incident
,Category:War in Darfur
,Category:War in Donbas
,Category:Ethiopian civil conflict (2018–present)
,Category:German Revolution of 1918–1919
,Category:Indochina Wars
,Category:Iran–Israel proxy conflict
,Category:Iran–Saudi Arabia proxy conflict
,Category:Iran–United States proxy conflict
,Category:Laotian Civil War
,Category:Lebanese Civil War
,Category:Mexican Revolution
,Category:Mozambican Civil War
,Category:Nagorno-Karabakh conflict
,Category:Nigerian Civil War
,Category:Ogaden War
,Category:Papua conflict
,Category:Second French intervention in Mexico
,Category:Syrian civil war
,Category:Turkish War of Independence
,Category:Uganda–Tanzania War
,Category:Vietnam War
,Category:Years of Lead (Italy)
,Category:Proxy conflict navigational boxes
1979 in Iran,Category:1979 disestablishments in Iran
,Category:1979 establishments in Iran
,Category:1979 elections in Iran
,Category:Iran hostage crisis
,Category:Iranian Revolution
,Category:1979 in Iranian sport
Wikipedia extended-confirmed-protected pages,Category:Hidden categories
,Category:Israel
,Category:Lehi (militant group)
,Category:Production and manufacturing by product
,Category:Extended-protected redirects
,Category:Redirects from shortcuts
,Category:Temple Mount
,Category:United Nations General Assembly resolutions concerning Israel
,Category:Wikipedia sockpuppets of Ulasbrdkci40
All articles with dead external links,
All pages needing cleanup,Category:Articles needing cleanup
,Category:Flagged dictionary definitions
,Category:Infoboxes needing cleanup
,Category:Pages using infobox floorball club with a kit image
,Category:Pages with too many photos
Use dmy dates from September 2020,
Films directed by Samuel Maoz,
Pages using the Graph extension,Category:A-Class school articles
,Category:B-Class school articles
,Category:C-Class school articles
,Category:Category-Class school articles
,Category:Disambig-Class school articles
,Category:Draft-Class school articles
,Category:FA-Class school articles
,Category:File-Class school articles
,Category:FL-Class school articles
,Category:FM-Class California State University articles
,Category:FM-Class school articles
,Category:GA-Class school articles
,Category:List-Class school articles
,Category:NA-Class school articles
,Category:Orphaned articles
,Category:Portal-Class school articles
,Category:Project-Class school articles
,Category:Redirect-Class school articles
,Category:Start-Class school articles
,Category:Stub-Class school articles
,Category:Template-Class school articles
,Category:Unassessed school articles
,Category:WikiProject Schools articles by quality
French crime drama films,Category:French crime comedy-drama films
Articles with unsourced statements from March 2008,
CS1 Croatian-language sources (hr),
All stub articles,
Articles with unsourced statements from September 2020,
Members of the 16th Knesset (2003–2006),
Articles needing additional references from October 2013,
Peacekeeping operations,Category:Military and civilian missions of the European Union
,Category:NATO-led peacekeeping in the former Yugoslavia
,Category:Peacekeeping missions and operations involving the African Union
,Category:Peacekeeping missions and operations involving the United Nations
,Category:Rwandan genocide
Arabs in Lebanon,Category:Arab nationalism in Lebanon
,Category:Lebanese Arabic
,Category:Lebanese people of Arab descent
,Category:Palestinians in Lebanon
Military vehicles introduced in the 1980s,
1815 in France,Category:1815 disestablishments in France
,Category:1815 establishments in France
,Category:1815 elections in France
,Category:Hundred Days
Use dmy dates from November 2021,
EngvarB from June 2017,
Bahrain–Iran relations,Category:Ambassadors of Iran to Bahrain
,Category:Arab–Israeli alliance against Iran
,Category:Bahraini people of Iranian descent
CS1 uses Hebrew-language script (he),
French people of Moroccan-Jewish descent,
Lebanese Shia Muslims,Category:Lebanese Alawites
,Category:Amal Movement politicians
,Category:Lebanese ayatollahs
,Category:Lebanese Shia clerics
,Category:Lebanese former Shia Muslims
,Category:Hezbollah members
Palestinian insurgency in South Lebanon,Category:Operation Wrath of God
Gulf Cooperation Council,Category:Arab–Israeli alliance against Iran
,Category:Arabian Gulf Cup
,Category:Arabian Gulf Futsal Cup
,Category:GCC Champions League
,Category:GCC U-17 Championship
,Category:GCC U-23 Championship
,Category:GCC Volleyball Club Championship
,Category:Gulf Ice Hockey Championship
,Category:Member states of the Gulf Cooperation Council
,Category:Military intervention in Yemen
2014 deaths,Category:2014 suicides
,Category:Murder in 2014
,Category:Lists of deaths in 2014
,Category:Malaysia Airlines Flight 17 victims
2020s civil wars,Category:Ethiopian civil conflict (2018–present)
,Category:Syrian civil war
,Category:Yemeni Civil War (2014–present)
Military vehicles introduced in the 1960s,
Conflicts in 2007,Category:Attacks in 2007
,Category:Battles in 2007
,Category:War in Darfur
,Category:Internal conflict in Bangladesh
,Category:Internal conflict in Peru
,Category:2007 labor disputes and strikes
,Category:Military operations of the Iraq War in 2007
,Category:2007 riots
Crime war films,Category:Films about war crimes
Islamic Dawa Party politicians,
Articles lacking reliable references from December 2018,
Official website not in Wikidata,
Articles slanted towards recent events from October 2020,
Articles with unsourced statements from November 2020,
Likud politicians,Category:Likud leaders
CS1 Vietnamese-language sources (vi),
Wars of independence,Category:Separatist rebellion-based civil wars
,Category:1948 Arab–Israeli War
,Category:Algerian War
