Sentence,Label
"The central American country established diplomatic relations with China on June 13, 2017.",Distant_Historical
"""It is undeniable that establishing the new diplomatic ties will bring Panamanians investment, employment, economic growth, tourism, cultural exchanges and well-being,"" Varela said.",Distant_Expectations_Consequences
Source: Xinhua| 2019-01-04 02:24:19|Editor: yan,NA
Video Player Close,NA
"WASHINGTON, Jan. 3 (Xinhua) -- The 116th U.S. Congress officially convened Thursday noon, with Democrats taking control of the House and Republicans remaining their majority in the Senate.",Main
"Democrats have a 235-199 majority in the House, with one seat still in dispute after allegations of election fraud in the state of North Carolina.",Main
"Representative Nancy Pelosi, a California Democrat, is expected to be elected as House speaker.",Distant_Expectations_Consequences
The House is holding a roll call vote on Pelosi's speakership.,Cause_General
"Vice President Mike Pence, who also serves as the president of the Senate, swore in new members of the upper chamber, where 53 Republicans hold the majority over 45 Democrats and two independents aligning with Democrats.",Cause_General
"The new Congress convened amid a partial shutdown of the federal government, now in its 13th day over an impasse between the White House and the Congress about funding for President Donald Trump's long-promised border wall.",Cause_General
"The House is expected to hold a series of votes aimed at ending the shutdown but Senate Majority Leader Mitch McConnell said Wednesday that he had made it clear to Pelosi that the Republican-controlled Senate were not interested in Democrats' ""show votes.""",Distant_Evaluation
"The new Congress also seats a record number of female lawmakers and is the most racially and ethnically diverse, including a new generation of Muslims, Latinos, Native Americans and African-Americans.",Cause_General
Source: Xinhua| 2019-01-04 03:39:35|Editor: Chengcheng,NA
Video Player Close,NA
"OTTAWA, Jan. 3 (Xinhua) -- Canada's Air Task Force (ATF) has completed its four-month deployment with NATO's enhanced Air Policing in Romania, according to the Canadian Ministry of National Defense Thursday.",Main
ATF-Romania is composed of approximately 135 Canadian Armed Forces personnel and five CF-18 Hornets.,Cause_General
It is Canada's third ATF deployment to Romania on Operation REASSURANCE.,Cause_General
"The first was from April to August 2014 to the Romanian Air Force 71st Air Base in Campia Turzii, and the second was from September to December 2017 to Constanta.",Distant_Historical
"After its mission completion, ATF-Romania members are expected to return to Canada this month.",Distant_Expectations_Consequences
ATF-Romania is the component of Operation REASSURANCE for air policing mission in Central and Eastern Europe.,Cause_General
"NATO's enhanced Air Policing is a collective defence mission, which safeguards the integrity of the alliance's airspace.",Cause_General
"It is part of NATO assurance and deterrence measures introduced in 2014, according to the ministry.",Cause_General
Source: Xinhua| 2019-01-04 05:10:04|Editor: Chengcheng,NA
Video Player Close,NA
"Nancy Pelosi (C) is surrounded by children after being elected the new speaker of the U.S. House of Representatives on Capitol Hill in Washington D.C., the United States, on Jan. 3, 2019.",NA
"Representative Nancy Pelosi, a California Democrat, was elected the new speaker of the U.S. House of Representatives Thursday, the first day of a new, divided Congress.",NA
(Xinhua/Ting Shen),NA
"WASHINGTON, Jan. 3 (Xinhua) -- Representative Nancy Pelosi, a California Democrat, was elected the new speaker of the U.S. House of Representatives Thursday, the first day of a new, divided Congress.",Main
"Pelosi, 78, is the only woman who has held the office before and is among a few elected officials to return to the post.",Cause_General
She was the House speaker from 2007 to 2011 when her Democratic Party controlled the lower chamber.,Distant_Historical
"For her second speakership, Pelosi defeated Republican nominee Kevin McCarthy in a roll-call vote Thursday, winning 220 votes out of a total of 430 present, according to CNN.",Cause_Specific
"In her floor speech upon accepting the speaker's gavel, Pelosi said that the House floor must be ""America's Town Hall"" where people's voices will be heard and affect lawmakers' decisions as she was trying to set a bipartisan tone for the new Congress.",Distant_Expectations_Consequences
"She previewed her party's long-term priorities, including tackling climate change, lowering health care costs, investing in ""green"" infrastructure and ""restoring integrity"" to government, while hinting at measures to end a partial government dragging into the 13th day on Thursday.",Distant_Expectations_Consequences
"""Democrats will be offering the Senate Republican appropriations legislation to re-open government later today,"" Pelosi said.",Distant_Expectations_Consequences
About a quarter of the federal government shut down last month as a result of an impasse between the White House and the Congress over whether to provide billions of U.S. dollars for President Donald Trump's long-promised border wall.,Cause_General
"Pelosi said in a clip airing on MSNBC on Wednesday that she's willing to give ""nothing for the wall,"" while Senate Majority Leader Mitch McConnell has said the upper chamber won't consider any bills without the president's support.",Distant_Expectations_Consequences
"Christopher Galdieri, assistant professor at Saint Anselm College, told Xinhua that he expects ""the shutdown fight to continue take up most of the oxygen"" in Washington.",Distant_Expectations_Consequences
"The convening of the new Congress also comes at a time when Pelosi and her party are poised to confront the White House and the Republican agenda with their House majority, as Democratic lawmakers have vowed to conduct more oversight onto the Trump administration.",Cause_General
"An effective legislator and political strategist, Pelosi played a key role in last year's midterm elections that saw Democrats seize control of the House for the first time in eight years by helping raise millions of dollars for Democratic candidates and keep them focus on the issue of health care on their campaign trails.",Cause_General
"The new Congress Pelosi's now presiding over seats a record number of female lawmakers and is the most racially and ethnically diverse, including a new generation of Muslims, Latinos, Native Americans and African-Americans.",Cause_General
"The new speaker said she welcomes the ""transformative freshman class.""",Distant_Evaluation
"In overall, Democrats have a 235-199 majority in the House, with one seat still in dispute after allegations of election fraud in the state of North Carolina.",Cause_General
"In the Senate, 53 Republicans hold the majority over 45 Democrats and two independents aligning with Democrats.",Cause_General
Source: Xinhua| 2019-01-05 00:39:44|Editor: yan,NA
Video Player Close,NA
"WASHINGTON, Jan. 4 (Xinhua) -- U.S. Secretary of State Mike Pompeo will visit eight Middle East countries in the following weeks, discussing issues of Syria, Iran and Yemen among others, said the U.S. State Department on Friday.",Main
"Pompeo's eight-day trip will kick off next Monday, during which he will visit Saudi Arabia and discuss bilateral and regional priorities with the country's leaders including Yemen, Iran, and Syria, said Robert Palladino, the department's deputy spokesperson, in a statement.",Main
"During his stay, Pompeo will seek an update on the investigation into the death of Saudi journalist Jamal Khashoggi, Palladino added.",Main
"The top U.S. diplomat will also travel to Cairo, the capital city of Egypt, where he will meet with Egyptian leaders to discuss Iran, Palestinian-Israeli issue, counter-terrorism, as well as economic and energy cooperation, according to the statement.",Main
"Pompeo's trip, which also covers Jordan, Bahrain, the United Arab Emirates, Qatar, Oman and Kuwait, came amid lingering tension in the region over the U.S. decision to withdraw troops from Syria, escalating confrontation with Iran among others.",Cause_General
"Khashoggi was murdered inside the Saudi consulate in Turkey in October, 2018 and a number of top Saudi officials were arrested in connection with the case.",Distant_Historical
Source: Xinhua| 2019-01-05 03:25:20|Editor: yan,NA
Video Player Close,NA
"WASHINGTON, Jan. 4 (Xinhua) -- U.S.",Main
"Senator Pat Roberts, a Kansas Republican, said Friday that he will not seek re-election in 2020.",Main
"Roberts, 82, has served in the U.S. Senate since 1997.",Cause_General
He last won reelection in 2014.,Distant_Historical
"""I will serve the remainder of this term as your senator, fighting for Kansas in these troubled times,"" Roberts announced in Topeka, state of Kansas.",Distant_Evaluation
"""However, I will not be a candidate in 2020 for a fifth Senate term.""",Main
"Roberts, the chairman of the Senate Agriculture Committee, has helped craft eight farm bills during his tenure.",Cause_General
He had also served in the House for 16 years.,Distant_Historical
"His retirement is set to spark interest in his seat from other Kansas Republicans, signaling a potentially crowed 2020 primary.",Distant_Expectations_Consequences
Republicans expect the seat to remain safely in their control as Kansas has not sent a Democrat to the Senate since the 1930s.,Distant_Expectations_Consequences
"Roberts is the second Republican senator to announce not to seek re-election in 2020, following Tennessee's Lamar Alexander.",Cause_General
Source: Xinhua| 2019-01-05 04:00:31|Editor: yan,NA
Video Player Close,NA
"WASHINGTON, Jan. 4 (Xinhua) -- U.S. Federal Reserve Chairman Jerome Powell on Friday signaled patience in the central bank's policy contemplation for this year despite a higher-than-expected job growth data released on the same day.",Distant_Evaluation
"At a panel discussion in Atlanta with former Fed chairs Janet Yellen and Ben Bernanke, Powell said economic data suggest ""ongoing momentum heading into 2019,"" adding that Fed officials will be ""patient"" as they ""watch to see how the economy evolves.""",Distant_Evaluation
"The central bank chief's remarks came on the heels of a report released Friday by the U.S. Bureau of Labor Statistics showing U.S. nonfarm payrolls rose by a seasonally adjusted 312,000 in December, well above the average monthly job gains of 254,000 for the last three months and the strongest average employment increase in more than two years.",Main
"That robust figure, however, will not as of now change the Fed's plan to conduct two rate hikes this year, as the central bank awaits more economic indicators coming in the next few months.",Distant_Expectations_Consequences
"The December job report also indicated that unemployment rate was up 0.2 percentage point month-on-month to 3.9 percent, and that average hourly earnings for all employees on private nonfarm payrolls rose 11 cents, or 0.4 percent over November, to 27.48 U.S. dollars.",Main
"""That's quite welcome,"" Powell said.",Distant_Evaluation
"""And also, for me at this time, it does not raise concerns about too-high inflation.""",Distant_Evaluation
"Currently, the U.S. inflation rate remains below what the Fed considers an optimal 2 percent level, meaning there is still space for economic expansion and workers are just beginning to benefit from the growth.",Distant_Expectations_Consequences
"The Fed raised its benchmark interest rate four times in 2018, with the latest announced on Dec. 19, when Powell said his institution's policy decisions are ""not on a preset course.""",Distant_Evaluation
"Echoing that assertion, the central banker said at the Atlanta event that the Fed was ready to change course ""significantly if necessary.""",Distant_Evaluation
"Powell denied the criticism that the Fed's gradual reduction of its holdings of Treasuries, mortgage bonds and other assets - amounting to 4.5 trillion dollars when the Fed began its balance sheet normalization program in Oct. 2017 - had exacerbated the stock market turbulence in the fourth quarter of 2018.",Distant_Evaluation
"""We don't believe our issuance is an important part of the story,"" he said.",Distant_Evaluation
"At the same time, he reassured investors of the Fed's flexibility.",Distant_Evaluation
"""If we ever came to the conclusion that any aspect of our plans"" was part of a problem, ""we wouldn't hesitate to change it.""",Distant_Expectations_Consequences
Analysts predicted that job reports for January and February will be more of a policy reference for the Fed than the December report as they would provide a clearer picture of how tightened financial conditions affect the U.S. economy.,Distant_Expectations_Consequences
"The central bank will convene its first policy meeting this year on Jan. 29 and 30, followed by a second at the end of March.",Distant_Expectations_Consequences
Source: Xinhua| 2019-01-05 06:46:01|Editor: yan,NA
Video Player Close,NA
"WASHINGTON, Jan. 4 (Xinhua) -- The U.S. State Department announced on Friday that it has filled in a key position in fighting the Islamic State (IS) following an abrupt resignation of a senior official in protest against U.S. troops withdrawal from Syria.",Main
"James Jeffrey, the current U.S. Special Representative for Syria Engagement, will take on the additional role of the Special Envoy to the Global Coalition to Defeat ISIS (IS) after the departure of Brett McGurk, said the department's deputy spokesperson Robert Palladino in a statement.",Main
McGurk resigned from the post late December following the White House's decision to exit U.S. troops from Syria.,Cause_Specific
The withdrawal plan also prompted the resignation of former U.S. Defense Secretary James Mattis.,Cause_Specific
"The United States has deployed troops to Syria fighting the IS since 2015, and there are more than 2,000 U.S. soldiers in Syria currently.",Cause_General
Source: Xinhua| 2019-01-05 12:41:51|Editor: Xiang Bo,NA
Video Player Close,NA
"BRASILIA, Jan. 4 (Xinhua) -- Brazilian President Jair Bolsonaro expressed doubts on Friday over the merger between Brazilian aviation company Embraer and U.S. company Boeing, which has been in talks since last year.",Main
"At a press conference at Brasilia's air base held after the inauguration of the new commander of Aeronautics, Bolsonaro said that the latest proposal, presented in December, could affect the interests of Brazilians, but did not go further into detail.",Distant_Evaluation
"""It's our heritage.",Distant_Evaluation
"We know of the need of this merger, for its (Embraer's) competitiveness, so it doesn't disappear over time,"" said Bolsonaro, who was sworn in as Brazil's president on Tuesday.",Distant_Evaluation
"The proposed merger between Embraer and Boeing would include the commercial aviation area of Embraer and associated services, in which Boeing has an 80 percent share and Embraer has 20 percent.",Cause_General
"During the final days of former president Michel Temer's government last month, the Finance Ministry was notified of the merger, with a period of 30 days to contest the legality of it.",Cause_General
"The legal opinion will be up to the Attorney General's Office of National Treasury, and the government will make a decision on the basis of the opinion.",Main
"Although Embraer was privatized in 1994, the Brazilian government owns a special ""golden share"" which gives it veto power on important decisions, such as the transfer of control of the company, interruption to the provision of military aircraft parts, and a change of its name.",Cause_Specific
"Founded in 1969, Embraer is a world leader in regional aircraft manufacturing.",Cause_General
Source: Xinhua| 2019-01-06 06:55:39|Editor: yan,NA
Video Player Close,NA
"NEW YORK, Jan. 5 (Xinhua) -- The majority of the estimated 800,000 New York city (NYC) residents living below the poverty line who were originally promised half-price Metrocards may not be able to receive the benefit, according to the city's Comptroller office.",Distant_Evaluation
"New York City Mayor Bill de Blasio announced the launch of Fair Fare program on Friday, saying that more than a hundred thousand New Yorkers are about to have the doors of opportunity opened for them thanks to the program.",Main
"""Our subway system began in 1904 and there has never been a time where low-income New Yorkers received discounted service,"" said de Blasio.",Cause_General
"Using the Fair Fares MetroCard, eligible New York City residents may buy either an unlimited 7-day or 30-day pass for 16 U.S. dollars or 60.5 dollars respectively.",Main
"During the first phase of the program, Fair Fares MetroCards will be available to about 25,000 New Yorkers who are existing clients of the NYC Department of Social Services.",Main
These individuals will receive letters informing them of their eligibility.,Cause_General
"By mid-2019, the city expects to offer an additional 170,000 New Yorkers with lower incomes the chance to participate in Fair Fares NYC.",Distant_Expectations_Consequences
Only New York City residents are eligible to participate in this program.,Cause_General
"However, NYC Comptroller Scott Stringer said in a press release that as the city significantly scaled back initial eligibility to just a small subset of Cash Assistance and Supplemental Nutrition Assistance Program recipients, two of the city's social service programs, a majority of poor people will continue to face a significant financial burden to purchase a MetroCard.",Distant_Evaluation
"""Hundreds of thousands of families will still struggle to get to work or a job interview because they can't afford a full fare.",Distant_Evaluation
"For their sake, we need to make sure this delay doesn't become a derailment,"" said Stringer.",Distant_Evaluation
"The federal poverty line stood at 25,100 dollars for a family of four.",Cause_General
Source: Xinhua| 2019-01-06 06:40:35|Editor: WX,NA
Video Player Close,NA
"New York, Jan. 5 (Xinhua) -- New York City has raised its minimum wage to 15 U.S. dollars an hour this year in an effort to fight against poverty.",Main
"The new minimum wage, which is set at 15 dollars per hour for all businesses with 11 employees or more, went into effect on the last day of 2018.",Main
"For businesses with 10 employees or less, the minimum wage they have to pay is 13.5 dollars per hour.",Main
"By the end of this year, these businesses will also have to pay 15 dollars an hour to their employees.",Main
"Approximately 1.5 million people will have seen their wages rise by the end of 2019, according to the New York city comptroller's office.",Distant_Expectations_Consequences
"The city mayor Bill de Blasio said on Twitter that ""it wouldn't have happened without the working people who make this city run every single day demanding a raise they deserve.""",Distant_Evaluation
"New York city's move to raise minimum wage is seen as a milestone achievement for the ""Fight for $15"" movement, which was once thought of as a pipe dream and was initiated by fast food workers six years ago.",Distant_Evaluation
Source: Xinhua| 2019-01-06 05:50:28|Editor: Shi Yinglun,NA
Video Player Close,NA
"U.S. President Donald Trump (C) speaks during a press conference at the White House Rose Garden in Washington D.C., the United States, on Jan. 4, 2019.",NA
"Trump said Friday that he's prepared for a partial government shutdown to last for months or years, after his meeting with Congressional leaders yielded no deal on funding for a U.S.-Mexico border wall.",NA
(Xinhua/Ting Shen),NA
"WASHINGTON, Jan. 5 (Xinhua) -- Senior Trump administration officials and Democratic congressional staffers met Saturday without achieving any breakthrough in ending a partial government shutdown and breaking a deadlock over funding for a proposed U.S.-Mexico border wall.",Main
"A readout provided by the office of Vice President Mike Pence, who led the administration's team, said ""the conversation was productive"" and both sides agreed to meet again Sunday afternoon.",Distant_Evaluation
"U.S. President Donald Trump is demanding over 5 billion U.S. dollars in border security to deliver his signature campaign promise to build a wall along the U.S. southern border with Mexico, which has strongly rejected by Democrats.",Cause_Specific
"Their disagreement has led to a budget impasse and a partial government shutdown, which enters its 15th day Saturday, affecting nine cabinet-level departments and dozens of agencies as well as jobs and paychecks of some 800,000 federal employees.",Cause_Specific
"The Pence readout said there was ""no in depth conversation about dollar figure"" for funding the wall but ""the priorities for security.""",Distant_Evaluation
"Pence also reiterated Trump's position that ""we need funding for the border wall.""",Distant_Evaluation
"Jared Kushner, Trump's son-in-law and a senior White House adviser, also attended the meeting in the Eisenhower Executive Office Building along with Trump's acting chief of staff Mick Mulvaney and Homeland Security Secretary Kirstjen Nielsen.",Cause_General
They were negotiating with senior staff for congressional Democratic leadership.,Cause_General
"Nielsen briefed the negotiators on the situation on the U.S.-Mexico border, according to the readout, adding that the Democratic side ""requested further details in writing on the needs"" of her department.",Distant_Evaluation
"Trump dug in on his proposal again Saturday morning, tweeting that ""we are working hard at the Border, but we need a WALL!""",Distant_Evaluation
"The president said Friday after meeting with congressional Democratic leaders that he was prepared for a partial government shutdown to last for months or even years if they don't agree to provide funding for border security, including the wall.",Distant_Evaluation
He also signaled a possibility of using emergency powers to build the wall without congressional approval and necessary funds.,Distant_Expectations_Consequences
"House Democrats passed a spending package earlier this week, including a stopgap bill to keep the Homeland Security Department funded at the current level until Feb. 8, and measures to fund the eight other cabinet departments affected by the shutdown through Sept. 30, the end of the fiscal year.",Cause_General
"However, those measures are unlikely to be taken up by the Republican-held Senate or be signed by Trump as they do not provide money for Trump's border wall.",Distant_Expectations_Consequences
Source: Xinhua| 2018-10-04 04:57:25|Editor: Shi Yinglun,NA
Video Player Close,NA
"Britain's Prime Minister Theresa May dances to the stage to give a speech during the Conservative Party annual conference 2018 in Birmingham, Britain on Oct. 3, 2018.",NA
"British Prime Minister Theresa May on Wednesday ruled out the possibility of a second Brexit referendum, saying the second referendum would be a ""politicians' vote.""",NA
(Xinhua/Han Yan),NA
"LONDON, Oct. 3 (Xinhua) -- British Prime Minister Theresa May stole the show as she brought the four-day Conservative Party Conference to a close Wednesday in Birmingham.",Main
"A year ago everything that could go wrong did go wrong, with May struggling to make her speech because of a throat infection, and suffering of the platform backdrop falling apart.",Distant_Historical
"Dancing onto the stage to the tune of Swedish pop group ABBA's hit ""Dancing Queen"", May mocked herself, jokingly saying if she lost her voice it was because she had been up half of the night super gluing the stage set.",Cause_General
"Though Labour MP Angela Rayner described the dance with the hashtag cringe, Scottish National Party MP Joanna Cherry said May's dance was ""an affront to my favorite song"".",Distant_Evaluation
"Media commentators, usually ultra-critical of leaders' speeches, hailed her plucky performance and her speech.",Distant_Evaluation
"""The best speech I've ever seen May deliver,"" said one political writer, while another said: ""Best speech of May's premiership.",Distant_Anecdotal
"Ends conference on a high, cements her position as leader.",Distant_Anecdotal
But nothing has changed.,Distant_Anecdotal
"The Brexit reckoning is delayed.""",Distant_Anecdotal
"The Guardian's summary was that political commentators had generally been very positive, with some thinking it's her best yet.",Distant_Evaluation
"Although, added the Guardian, there is quite a lot of skepticism about whether she can deliver.",Distant_Evaluation
"In her speech, May promised to deliver the Brexit the British people had voted for and there would be no referendum or people's vote -- laid into the prospect of a Labour government led by its leader Jeremy Corbyn.",Distant_Expectations_Consequences
She announced local councils would be free to borrow as much as they wanted too for a massive social house building program.,Distant_Expectations_Consequences
She also threw in that a decade of austerity was finally over for Britain.,Distant_Evaluation
The auditorium packed with Conservative Party loyalists gave her a standing ovation before heading home with a message in their ears that Britain must remain united as it plans its life away from the European Union (EU).,Cause_General
"Political opponents, however, were not as enthused as Conservative supporters of May.",Distant_Evaluation
"Labour's Shadow Chancellor John McDonnell, said: ""Theresa May's claim that austerity is over is a con.",Distant_Evaluation
"If the Prime Minister wants to back up her words with action, Philip Hammond should announce immediately that the cuts scheduled for the next four years will be cancelled.""",Distant_Evaluation
"""If he cannot, or will not, then Theresa May's announcement today was not just empty -- it was clearly a deceitful attempt to trick the public.""",Distant_Evaluation
"Ian Lavery, chair of the main opposition Labour Party, said: While the country is crying out for real change, all Theresa May and her party offer are pinched ideas and tinkering around at the edges, relying on petty attacks to cover up their lack of vision.""",Distant_Evaluation
"""Austerity is not an economic necessity.",Distant_Evaluation
"It is a political choice made by the Conservatives to hack away at our public services and communities, leaving workers worse off while gifting huge tax cuts to big business.",Distant_Evaluation
"And as long as Britain has a Conservative prime minister, we'll never see an end to austerity.""",Distant_Evaluation
"Vince Cable, leader of the minority Liberal Democrats said: ""As somebody who takes dancing seriously, I was delighted to see Theresa May show that she is developing her new hobby.",Distant_Evaluation
"But she was dancing on the head of a pin, confronted by an audience full of people plotting to oust her.""",Distant_Evaluation
"Cable said that May said the Conservatives must be a party for the whole country, adding ""yet she has overseen widening divisions in our society.",Distant_Evaluation
"Trapped by the rabid ideologues of the Conservative right-wing, Mrs May has been driven to illiberal extremes on Brexit, welfare and immigration.""",Distant_Evaluation
"The Local Government Association which represents hundreds of town halls and city halls, described her decision to lift the borrowing cap for building houses as fantastic.",Distant_Evaluation
"Its chairman Lord Porter said: ""Our national housing shortage is one of the most pressing issues we face and it is clear that only an increase of all types of housing, including those for affordable or social rent, will solve the housing crisis.""",Distant_Evaluation
"Away from politics, the Confederation of British Industry director general Carolyn Fairbairn, said: ""The Prime Minister's unambiguous call to back business is welcome.",Distant_Evaluation
Unity in politics can be matched by unity between government and business.,Distant_Evaluation
"Championing a pro-enterprise economy is the only way to show the world that Britain is a fantastic place to create the products and services that power growth.""",Distant_Evaluation
"""A new relationship with Europe based on the Chequers model with frictionless trade has strong business support.",Distant_Evaluation
"The Prime Minister has stood her ground, resisting the fiction that a Canada-style deal works for jobs.",Distant_Evaluation
"Now politicians should support her to get a deal -- and the critical withdrawal agreement -- over the line.""",Distant_Evaluation
"""Brexit must not suck the oxygen out of domestic policy.",Distant_Evaluation
Here too there will be support from firms large and small.,Distant_Expectations_Consequences
"A renewed approach to housing and education will lift productivity and improve people's lives,"" added Fairbairn.",Distant_Expectations_Consequences
"James Forsyth, political editor of the Spectator magazine and a columnist at the Sun newspaper said: ""May delivers one of her best speeches, and will send activists home in better heart than they expected this morning.""",Distant_Expectations_Consequences
"But he added that with May facing a crucial meeting of the European Council in two weeks, Brexit will soon reassert itself.",Distant_Expectations_Consequences
Source: Xinhua| 2018-03-02 01:28:44|Editor: Liangyu,NA
Video Player Close,NA
"Chinese President Xi Jinping (2nd R) and his wife Peng Liyuan (1st R) pose for a group photo with Tonga's King Tupou VI (2nd L) and his wife Queen Nanasipau'u, in Beijing, capital of China, March 1, 2018.",NA
Xi held talks with Tonga's King Tupou VI on Thursday.,NA
(Xinhua/Pang Xinglei),NA
"BEIJING, March 1 (Xinhua) -- Chinese President Xi Jinping held talks in Beijing with Tonga's King Tupou VI Thursday, and they agreed to further promote the strategic partnership between China and Tonga.",Main
"During their talks held in the Great Hall of the People, Xi said King Tupou VI has made historic contribution to China-Tonga ties and he hoped that the royal family of Tonga would continue to play a positive role in the development of bilateral ties.",Distant_Expectations_Consequences
This year marks 20th anniversary of the establishment of China-Tonga diplomatic ties.,Cause_General
Tupou VI came to China in the capacity of foreign and defense minister 20 years ago to sign a communique to establish diplomatic relations.,Distant_Historical
Xi said China and the Pacific island countries including Tonga were good friends and partners.,Distant_Evaluation
"""It is put forward at the 19th National Congress of the Communist Party of China (CPC) that China will advance a new form of international relations featuring mutual respect, fairness, justice, and win-win cooperation and a community with a shared future for mankind,"" Xi said.",Distant_Expectations_Consequences
"He called on both countries to enhance exchanges at all levels and strengthen political mutual trust, continue to support and understand each other on issues concerning sovereignty, territory integrity and national dignity.",Distant_Expectations_Consequences
"Xi encouraged the two countries to expand communication and exchanges between government departments and legislature bodies, dig up potential in cooperation in various areas and forge ahead with cooperation under the Belt and Road Initiative.",Distant_Expectations_Consequences
"Noting that China knows well the challenges small developing island countries such as Tonga faced with during their economic and social development, Xi said China was willing to continue to provide Tonga with economic and technological assistance within its capability and would never attach any political conditions to such assistance.",Distant_Evaluation
He said China would fulfill all its promises to let more local people benefit from China-Tonga cooperation.,Distant_Evaluation
Xi also said that China would like to enhance cooperation with Tonga on climate change and strengthen exchanges with Pacific island countries.,Distant_Expectations_Consequences
"Tupou VI, who arrived in Beijing Wednesday for a nine-day state visit, first congratulated the Communist Party of China (CPC) on the successful conclusion of the 19th National Congress.",Distant_Evaluation
"Speaking highly of Xi's ""visionary and talented leadership,"" Tupou VI said he believed that China would score even greater achievements under Xi's leadership.",Distant_Expectations_Consequences
"He said Tonga attached great importance to the relationship with China and appreciated China's support and assistance to the country, especially the assistance provided immediately after it was hit by a recent hurricane.",Distant_Evaluation
"""Tonga agrees with China on its vision to build a new type of international relations and stands ready to work with China to build a community with a shared future for mankind,"" the King said.",Distant_Expectations_Consequences
He said Tonga firmly adhered to the one-China policy.,Distant_Evaluation
"Noting that Tonga was willing to enhance cooperation with China in areas including trade, infrastructural construction and under the Belt and Road Initiative, Tupou VI said he hoped China could help Tonga to realize greater development and address the challenges posed by climate change.",Distant_Expectations_Consequences
"Tonga supports China in deepening ties with Pacific island countries, he said.",Distant_Evaluation
"After the talks, the two countries signed seven agreements in areas including economic and technological cooperation, human resources and education with the witness of the two heads of state.",Main
The two countries issued a joint press communique Thursday.,Cause_General
Chinese Premier Li Keqiang also met with King Tupou VI Thursday afternoon in Beijing.,Cause_General
"Li called on the two countries to consolidate political trust, expand pragmatic cooperation, enhance people-to-people exchanges and integrate the Belt and Road Initiative and Tonga's development strategy.",Distant_Evaluation
"""China supports the major production projects, infrastructure and projects related to people's well-being in Tonga,"" Li said, adding that ""China is willing to have agricultural technology exchanges with Tonga, and the Chinese market also welcomes high-quality agricultural and fishery products from Tonga.""",Distant_Expectations_Consequences
Li also extended his condolences over the tropical cyclone damage in Tonga and reiterated that China would offer as much help as possible.,Distant_Expectations_Consequences
"King Tupou VI said Tonga was ready to cooperate more with China in education, infrastructure, agriculture and food to realize win-win results.",Distant_Expectations_Consequences
"Besides Beijing, Tupou VI will also visit the eastern province of Zhejiang and southern provinces of Hainan and Guangdong during his nine-day stay in China.",Cause_General
"File Photo: Yemeni protesters take part in an anti-U.S. protest in Sanaa, Yemen, on May 20, 2017.",NA
U.S. President Donald Trump began an official visit to Saudi Arabia.,Cause_General
(Xinhua/Mohammed Mohammed),NA
"WASHINGTON, Dec. 13 (Xinhua) -- In unusual pushbacks against the Trump administration, the GOP-controlled U.S. Senate on Thursday voted to recommend ending U.S. military assistance to the Saudi-led operation in Yemen, and accused Saudi Crown Prince Mohammed bin Salman of involvement in the death of journalist Jamal Khashoggi.",Main
"Immediately after the 56-41 vote on a resolution concerning the Yemen conflict, the Senate unanimously passed a separate one that blames the Saudi crown prince for Khashoggi's murder and urges Saudi Arabia to hold accountable anyone responsible for his death.",Main
"In the first resolution, lawmakers recommended that the U.S. government should stop its backing of the Saudi-led operation in Yemen, despite the briefings of senior officials like Secretary of State Mike Pompeo and Secretary of Defense James Mattis last month.",Main
"In the second resolution, the Senate believed that the Saudi crown prince is ""responsible for the murder"" of Khashoggi, and urging the Saudi Arabian government to ""ensure appropriate accountability.""",Main
"The bipartisan votes came amid the Capitol Hill's growing outrage over high civilian casualties in Yemen, plus U.S. intelligence officials' reported conclusion that the Saudi leader must have at least known the murder of Khashoggi.",Cause_Specific
"Independent Senator Bernie Sanders, who co-sponsored the Yemen resolution with Republican Senator Mike Lee, said the vote has shown the Senate's view ""that the constitutional responsibility for making war rests with the United States Congress.""",Distant_Evaluation
"""Today we tell the despotic government of Saudi Arabia that we will not be part of their military adventures,"" he said.",Distant_Evaluation
"""So let us go forward today ... and tell the world that the United States of America will not continue to be part of the worst humanitarian disaster on the face of the earth.""",Distant_Evaluation
"The resolution condemning Saudi Arabia's role in Khashoggi's death was introduced by senators like Foreign Relations Chairman Bob Corker and majority leader Mitch McConnell, both of whom are Republicans.",Cause_General
"The two resolutions, unlikely to either get passed by the House or approved by U.S. President Donald Trump, were seen as largely symbolic, U.S. media reported.",Distant_Expectations_Consequences
"Pompeo and Mattis had briefed the full House on the U.S.-Saudi relations, especially the Yemen conflict and the case of Khashoggi in a classified condition.",Cause_General
Khashoggi has been missing since he entered the Saudi consulate in Istanbul on Oct. 2.,Cause_Specific
"The Saudi authorities said he died in a ""brawl"" in the consulate, and denied that the Saudi crown prince had ordered the killing.",Cause_Specific
"After releasing the results of its initial investigation, the Saudi Public Prosecution announced that 18 Saudis were arrested for their alleged connections with the killing.",Cause_Specific
"The U.S. Congress has urged a thorough investigation into his death, and threatened to take more actions against Saudi Arabia, such as sanctions and suspension of military support for the Saudi-led attack in Yemen, if those responsible were not held accountable.",Distant_Expectations_Consequences
"However, the Trump administration has been reluctant to further punish the Saudi government.",Distant_Evaluation
"Pompeo said in a recent article that the death of Khashoggi has ""heightened the Capitol Hill caterwauling and media pile-on.""",Distant_Evaluation
Source: Xinhua| 2018-12-02 09:22:04|Editor: Chengcheng,NA
Video Player Close,NA
